name,director,producer,Importer,Distributor,date,year,month,country,screen,audience,genre,limit,actor1,actor2,actor3,star
극장판도라에몽:진구의우주영웅기~스페이스히어로즈~,오오스기요시히로,,대원미디어(주),(주)와우픽쳐스,2015-09-17,2015,9,일본,351,113404,애니메이션,전체관람가,미즈타와사비,오오하라메구미,카카즈유미,8.37
극장판도라에몽:진구의남극꽁꽁대모험,다카하시아츠시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-08-10,2017,8,일본,351,166252,애니메이션,전체관람가,미즈타와사비,오오하라메구미,카카즈유미,8.85
포스카인드,올라턴드오선샌미,"유니버셜픽쳐스,골드써클필름,포커스필름프로덕션㈜,샴바라픽처스,대드크루프로덕션,사가필름",㈜메가박스,(주)넥스트엔터테인먼트월드(NEW),2010-02-25,2010,2,미국,189,229014,SF,15세이상관람가,밀라요보비치,윌패튼,,7.26
레지던트이블4:끝나지않은전쟁3D,폴W.S.앤더슨,콘스탄틴필름프로덕션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-09-16,2010,9,독일,335,1209538,공포(호러),청소년관람불가,밀라요보비치,,,6.28
페이스블라인드,줄리앙마그넷,,(주)영화사폴,(주)마인스엔터테인먼트,2012-06-21,2012,6,미국,179,88977,범죄,청소년관람불가,밀라요보비치,줄리안맥마혼,,5.5
삼총사3D,폴W.S.앤더슨,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-10-12,2011,10,독일,510,657564,액션,12세이상관람가,밀라요보비치,로건레먼,올랜도블룸,7.31
레지던트이블5:최후의심판,폴W.S.앤더슨,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-13,2012,9,미국,368,558433,액션,청소년관람불가,밀라요보비치,,,5.85
레지던트이블:파멸의날,폴W.S.앤더슨,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2017-01-25,2017,1,미국,599,765259,액션,청소년관람불가,밀라요보비치,알리라터,이아인글렌,8.38
주피터어센딩,"라나워쇼스키,앤디워쇼스키",,워너브러더스코리아(주),워너브러더스코리아(주),2015-02-05,2015,2,미국,561,309729,SF,12세이상관람가,밀라쿠니스,채닝테이텀,숀빈,6
프렌즈위드베네핏,윌글럭,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,2011,10,미국,210,80197,코미디,청소년관람불가,밀라쿠니스,저스틴팀버레이크,,7.88
오즈그레이트앤드파워풀,샘레이미,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-03-07,2013,3,미국,425,350563,판타지,전체관람가,밀라쿠니스,제임스프랭코,레이첼와이즈,7.16
비스틀리,다니엘반즈,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2011-03-17,2011,3,미국,214,134025,드라마,12세이상관람가,바네사허진스,알렉스페티퍼,,7.55
극장판요괴워치:탄생의비밀이다냥!,"타카하시시게하루,우시로신지",,씨제이이앤엠(주),씨제이이앤엠(주),2015-07-22,2015,7,일본,509,550728,애니메이션,전체관람가,박경혜,김현지,홍범기,8.79
극장판요괴워치:염라대왕과5개의이야기다냥!,타카하시시게하루,,씨제이이앤엠(주),씨제이이앤엠(주),2016-07-20,2016,7,일본,403,330665,애니메이션,전체관람가,박경혜,홍범기,김현지,8.38
극장판요괴워치:하늘을나는고래와더블세계다냥!,"우시로신지,요코이타케시",,씨제이이앤엠(주),씨제이이앤엠(주),2017-09-27,2017,9,일본,486,215203,애니메이션,전체관람가,박경혜,홍범기,김현지,8.32
장수상회,강제규,"(주)빅픽쳐,씨제이이앤엠(주)",,씨제이이앤엠(주),2015-04-09,2015,4,한국,688,1160935,멜로/로맨스,12세이상관람가,박근형,윤여정,조진웅,8.87
고양이:죽음을보는두개의눈,변승욱,파인하우스필름(주),,(주)넥스트엔터테인먼트월드(NEW),2011-07-07,2011,7,한국,304,670295,공포(호러),15세이상관람가,박민영,김동욱,김예론,5.07
미확인동영상:절대클릭금지,김태경,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2012-05-30,2012,5,한국,361,867386,공포(호러),15세이상관람가,박보영,주원,강별,6.18
경성학교:사라진소녀들,이해영,"청년필름(주),비밀의화원",,롯데쇼핑㈜롯데엔터테인먼트,2015-06-18,2015,6,한국,489,356342,미스터리,15세이상관람가,박보영,엄지원,박소담,6.13
피끓는청춘,이연우,(주)담소필름,,롯데쇼핑㈜롯데엔터테인먼트,2014-01-22,2014,1,한국,679,1676040,코미디,15세이상관람가,박보영,이종석,이세영,7.61
청년경찰,김주환,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",,롯데쇼핑㈜롯데엔터테인먼트,2017-08-09,2017,8,한국,1102,5636259,액션,15세이상관람가,박서준,강하늘,,8.36
박수건달,조진규,"주식회사제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,2013,1,한국,599,3893216,코미디,15세이상관람가,박신양,김정태,엄지원,8.09
극장판짱구는못말려:습격!!외계인덩덩이,하시모토마사카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2017-07-20,2017,7,일본,547,333082,애니메이션,전체관람가,박영남,양정화,,8.68
Mr.아이돌,라희찬,데이지엔터테인먼트,,"롯데쇼핑㈜롯데엔터테인먼트,(주)시너지하우스(시너지)",2011-11-03,2011,11,한국,311,67001,드라마,12세이상관람가,박예진,지현우,김수로,7.29
헤드,조운,(주)이든픽쳐스,,(주)에스비에스콘텐츠허브,2011-05-26,2011,5,한국,196,61414,액션,청소년관람불가,박예진,백윤식,류덕환,4.85
파파,한지승,상상필름(주),,롯데쇼핑㈜롯데엔터테인먼트,2012-02-01,2012,2,한국,414,562156,가족,12세이상관람가,박용우,고아라,,8.12
아이들...,이규만,"(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2011-02-17,2011,2,한국,504,1864408,범죄,15세이상관람가,박용우,류승룡,성동일,7.87
비밥바룰라,이성재,영화사김치(주),,씨네그루(주)키다리이엔티,2018-01-24,2018,1,한국,347,46819,코미디,12세이상관람가,박인환,신구,임현식,9.01
변산,이준익,변산문화산업전문(유),,메가박스중앙(주)플러스엠,2018-07-04,2018,7,한국,763,473333,드라마,15세이상관람가,박정민,김고은,,7.69
달빛길어올리기,임권택,(재)전주국제영화제조직위원회,,"(주)쇼박스,씨제이이앤엠(주),롯데쇼핑㈜롯데엔터테인먼트",2011-03-17,2011,3,한국,128,57186,드라마,15세이상관람가,박중훈,강수연,예지원,6.96
체포왕,임찬익,(주)씨네이천,,롯데쇼핑㈜롯데엔터테인먼트,2011-05-04,2011,5,한국,407,831804,코미디,15세이상관람가,박중훈,이선균,,7.74
귀향,조정래,주식회사제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,2016,2,한국,876,3586523,드라마,15세이상관람가,박지희,강하나,서미지,7.81
5백만불의사나이,김익로,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",,씨제이이앤엠(주),2012-07-19,2012,7,한국,331,104736,코미디,15세이상관람가,박진영,조성하,민효린,4.98
또하나의약속,김태윤,"(주)또하나의가족제작위원회,(주)에이트볼픽쳐스",,(주)오에이엘,2014-02-06,2014,2,한국,192,489409,드라마,12세이상관람가,박철민,윤유선,김규리,9.26
음치클리닉,김진영,(주)전망좋은영화사,,롯데쇼핑㈜롯데엔터테인먼트,2012-11-29,2012,11,한국,360,338168,멜로/로맨스,12세이상관람가,박하선,윤상현,,6.91
두개의달,김동빈,"(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2012-07-12,2012,7,한국,347,425972,공포(호러),15세이상관람가,박한별,김지석,박진주,6.98
내남자의순이,김호준,"여해엔터테인먼트,㈜프레임에이치컨텐츠그룹",,(주)새인컴퍼니,2010-05-27,2010,5,한국,100,10618,코미디,15세이상관람가,박해미,신이,이태성,4.75
고령화가족,송해성,(주)인벤트스톤,,씨제이이앤엠(주),2013-05-09,2013,5,한국,583,1139250,드라마,15세이상관람가,박해일,윤제문,공효진,8.08
제보자,임순례,(주)영화사수박,,메가박스중앙(주)플러스엠,2014-10-02,2014,10,한국,676,1735640,드라마,12세이상관람가,박해일,유연석,이경영,8.32
은교,정지우,"정지우필름,㈜렛츠필름",,롯데쇼핑㈜롯데엔터테인먼트,2012-04-25,2012,4,한국,521,1346274,멜로/로맨스,청소년관람불가,박해일,김무열,김고은,7.09
최종병기활,김한민,"(주)디씨지플러스,(주)다세포클럽",,롯데쇼핑㈜롯데엔터테인먼트,2011-08-10,2011,8,한국,615,7466976,사극,15세이상관람가,박해일,류승룡,김무열,7.92
최종병기활감독확장판,김한민,"(주)디씨지플러스,(주)다세포클럽",,롯데쇼핑㈜롯데엔터테인먼트,2011-10-20,2011,10,한국,52,11547,사극,청소년관람불가,박해일,류승룡,김무열,7.92
치즈인더트랩,김제영,(주)마운틴무브먼트스토리,,(주)리틀빅픽쳐스,2018-03-14,2018,3,한국,364,229005,멜로/로맨스,15세이상관람가,박해진,오연서,박기웅,5.22
뷰티풀투모로우,장재혁,(주)글러브엔터테인먼트,,씨제이씨지브이(CJCGV)(주),2017-10-26,2017,10,한국,47,63279,드라마,12세이상관람가,박효신,정재일,,9.28
맨발의꿈,김태균,"(주)캠프비,(주)쇼박스",,(주)쇼박스,2010-06-24,2010,6,한국,333,338080,드라마,전체관람가,박희순,고창석,,9.27
혈투,박훈정,(주)영화사비단길,,(주)싸이더스,2011-02-24,2011,2,한국,169,43947,액션,15세이상관람가,박희순,진구,고창석,5.25
간기남,김형준,"(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스",,(주)쇼박스,2012-04-11,2012,4,한국,356,1246185,코미디,청소년관람불가,박희순,박시연,주상욱,6.88
비행기,클레이홀,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-12-19,2013,12,미국,408,233563,애니메이션,전체관람가,발킬머,테리해처,세드릭더엔터테이너,7.49
세상에서가장아름다운이별,민규동,(주)수필름,,(주)넥스트엔터테인먼트월드(NEW),2011-04-20,2011,4,한국,340,316788,드라마,15세이상관람가,배종옥,김갑수,김지영,9.3
반드시잡는다,김홍선,"(주)에이디사공육,씨네주유한회사",,(주)넥스트엔터테인먼트월드(NEW),2017-11-29,2017,11,한국,565,446379,스릴러,15세이상관람가,백윤식,성동일,,7.57
드래곤헌터,"기욤이베르넬,아르튀르크왁",,미디어소프트,"롯데쇼핑㈜롯데엔터테인먼트,케이비에스미디어(주)",2013-01-24,2013,1,프랑스,105,34984,애니메이션,전체관람가,뱅상랭동,,,5.5
미녀와야수,크리스토프갱스,,(주)영화사선,(주)넥스트엔터테인먼트월드(NEW),2014-06-18,2014,6,프랑스,387,315348,판타지,전체관람가,뱅상카셀,레아세이두,,8.79
이미테이션게임,모튼틸덤,,(주)미디어로그,메가박스중앙(주)플러스엠,2015-02-17,2015,2,영국,541,1743774,드라마,15세이상관람가,베네딕트컴버배치,키이라나이틀리,매튜구드,8.78
셜록:유령신부,더글라스맥키넌,,메가박스중앙(주)플러스엠,메가박스중앙(주)플러스엠,2016-01-02,2016,1,영국,891,1278894,범죄,12세이상관람가,베네딕트컴버배치,마틴프리먼,,7.15
마다가스카의펭귄,"에릭다넬,사이몬J.스미스",,씨제이이앤엠(주),씨제이이앤엠(주),2014-12-31,2014,12,미국,615,1661230,애니메이션,전체관람가,베네딕트컴버배치,존말코비치,톰맥그라스,8.69
닥터스트레인지,스콧데릭슨,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-10-26,2016,10,미국,1503,5446379,액션,12세이상관람가,베네딕트컴버배치,틸다스윈튼,치웨텔에지오포,8.71
워호스,스티븐스필버그,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-09,2012,2,미국,229,102195,전쟁,12세이상관람가,베네딕트컴버배치,톰히들스턴,제레미어바인,9.32
울프맨,조존스톤,유니버셜픽쳐스,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2010-02-11,2010,2,미국,266,270683,공포(호러),청소년관람불가,베니시오델토로,안소니홉킨스,에밀리블런트,4.75
시카리오:데이오브솔다도,스테파노솔리마,,㈜코리아스크린,㈜코리아스크린,2018-06-27,2018,6,미국,261,228205,액션,15세이상관람가,베니시오델토로,조슈브롤린,이사벨라모너,8.47
컨저링,제임스완,,워너브러더스코리아(주),워너브러더스코리아(주),2013-09-17,2013,9,미국,553,2262758,공포(호러),15세이상관람가,베라파미가,매켄지포이,패트릭윌슨,2.43
컨저링2,제임스완,,워너브러더스코리아(주),워너브러더스코리아(주),2016-06-09,2016,6,미국,635,1926201,공포(호러),15세이상관람가,베라파미가,패트릭윌슨,프란시스오코너,8.23
나니아연대기:새벽출정호의항해,마이클앱티드,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-12-08,2010,12,미국,502,1182228,판타지,전체관람가,벤반스,조지헨리,윌폴터,8.07
마다가스카3:이번엔서커스다!,"에릭다넬,톰맥그라스,콘래드베논",,씨제이이앤엠(주),씨제이이앤엠(주),2012-06-06,2012,6,미국,564,1626704,애니메이션,전체관람가,벤스틸러,데이빗쉼머,제이다핀켓스미스,9.03
타워하이스트,브렛래트너,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2011-11-17,2011,11,미국,213,90840,액션,12세이상관람가,벤스틸러,에디머피,,7.54
월터의상상은현실이된다,벤스틸러,,"유니콘텐츠,주식회사레드아이스,이십세기폭스코리아(주)","글뫼주식회사,이십세기폭스코리아(주)",2013-12-31,2013,12,미국,378,941672,어드벤처,12세이상관람가,벤스틸러,크리스틴위그,숀펜,8.67
박물관이살아있다:비밀의무덤,숀레비,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-01-14,2015,1,미국,500,1101678,어드벤처,전체관람가,벤스틸러,로빈윌리엄스,댄스티븐스,8.06
타운,벤애플렉,,워너브러더스코리아(주),워너브러더스코리아(주),2011-01-27,2011,1,미국,158,98866,드라마,청소년관람불가,벤애플렉,존햄,레베카홀,7.41
히든카드,브래드퍼맨,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-09-26,2013,9,미국,362,151476,범죄,청소년관람불가,벤애플렉,젬마아터튼,저스틴팀버레이크,6.04
아르고,벤애플렉,,워너브러더스코리아(주),워너브러더스코리아(주),2012-10-31,2012,10,미국,238,140522,스릴러,15세이상관람가,벤애플렉,존굿맨,,8.18
나를찾아줘,데이빗핀처,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-10-23,2014,10,미국,658,1764233,스릴러,청소년관람불가,벤애플렉,로자먼드파이크,,8.29
저스티스리그,잭스나이더,,워너브러더스코리아(주),워너브러더스코리아(주),2017-11-15,2017,11,미국,1308,1786386,액션,12세이상관람가,벤애플렉,헨리카빌,갤가돗,7.75
패딩턴,폴킹,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015-01-07,2015,1,영국,408,305100,코미디,전체관람가,벤위쇼,휴그랜트,샐리호킨스,9.1
코코,리언크리치,,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2018-01-11,2018,1,미국,1177,3510040,애니메이션,전체관람가,벤자민브랫,가엘가르시아베르날,안소니곤잘레스,9.24
링컨:뱀파이어헌터,티무르베크맘베토브,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-08-30,2012,8,미국,337,344876,액션,청소년관람불가,벤자민워커,도미닉쿠퍼,루퍼스스웰,6.78
개구리왕국,넬슨신,,예지림엔터테인먼트,예지림엔터테인먼트,2015-11-12,2015,11,중국,227,53576,애니메이션,전체관람가,벨라손,카메론달라스,롭슈나이더,7
줄리아의눈,기옘모랄레스,,(주)더블앤조이픽쳐스,씨너스엔터테인먼트(주),2011-03-31,2011,3,스페인,232,236359,미스터리,청소년관람불가,벨렌루에다,루이스호마르,파블로데르키,7.92
아티스트봉만대,봉만대,골든타이드픽처스(주),,씨너스엔터테인먼트(주),2013-08-29,2013,8,한국,131,14188,코미디,청소년관람불가,봉만대,곽현화,성은,7.73
피터와드래곤,데이빗로워리,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-09-28,2016,9,미국,167,109137,어드벤처,전체관람가,브라이스달라스하워드,로버트레드포드,웨스벤틀리,8.25
개들의섬,웨스앤더슨,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-06-21,2018,6,미국,121,32587,코미디,12세이상관람가,브라이언크랜스톤,틸다스윈튼,빌머레이,8.53
겟아웃,조던필레,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2017-05-17,2017,5,미국,945,2138146,공포(호러),15세이상관람가,브래드리휘트포드,앨리슨윌리암스,캐서린키너,8.24
머니볼,베넷밀러,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-11-17,2011,11,미국,385,641099,드라마,12세이상관람가,브래드피트,,,8.3
월드워Z,마크포스터,플랜비엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-06-20,2013,6,미국,964,5237525,드라마,15세이상관람가,브래드피트,미레유에노스,,8.2
빅쇼트,아담맥케이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-01-21,2016,1,미국,489,446664,드라마,청소년관람불가,브래드피트,크리스찬베일,라이언고슬링,8.46
얼라이드,로버트저메키스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-01-11,2017,1,미국,546,518886,스릴러,15세이상관람가,브래드피트,마리옹꼬띠아르,리지캐플란,8.85
퓨리,데이비드에이어,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-11-20,2014,11,미국,590,1362114,액션,15세이상관람가,브래드피트,로건레먼,샤이아라보프,8.65
더셰프,존웰스,,(주)누리픽쳐스,(주)이수C&E,2015-11-05,2015,11,미국,409,185080,드라마,15세이상관람가,브래들리쿠퍼,시에나밀러,오마사이,7.11
리미트리스,닐버거,,(주)씨티엔터테인먼트,팝엔터테인먼트,2012-07-12,2012,7,미국,164,120914,미스터리,15세이상관람가,브래들리쿠퍼,로버트드니로,애비코니쉬,8.2
아메리칸스나이퍼,클린트이스트우드,,워너브러더스코리아(주),워너브러더스코리아(주),2015-01-14,2015,1,미국,308,344766,액션,청소년관람불가,브래들리쿠퍼,시에나밀러,제이크맥더맨,8.67
행오버2,토드필립스,,워너브러더스코리아(주),워너브러더스코리아(주),2011-08-25,2011,8,미국,157,60048,코미디,청소년관람불가,브래들리쿠퍼,에드헬름스,자흐갈리피아나키스,6.93
슈퍼노바지구탈출기,캘런브런커,,㈜코리아스크린,(주)영화사빅,2014-02-13,2014,2,미국,230,37547,애니메이션,전체관람가,브렌든프레이저,제시카알바,사라제시카파커,8.9
레드,로베르트슈벤트케,서미트엔터티인먼트,(주)나이너스엔터테인먼트,(주)화앤담이엔티,2010-11-03,2010,11,미국,322,489855,액션,15세이상관람가,브루스윌리스,모건프리먼,존말코비치,8.04
다이하드:굿데이투다이,존무어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-02-06,2013,2,미국,459,1438056,액션,15세이상관람가,브루스윌리스,제이코트니,메리엘리자베스윈스티드,7.13
여대생기숙사,스튜어트헨들러,카쯔엔터테인먼트,판씨네마(주),씨제이엔터테인먼트,2010-06-23,2010,6,미국,143,65570,공포(호러),청소년관람불가,브리아나에비건,레아파이피스,루머윌리스,5.61
피치퍼펙트,제이슨무어,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2013-03-28,2013,3,미국,143,13520,코미디,15세이상관람가,브리타니스노우,안나켄드릭,레벨윌슨,7.18
언더워터,자움콜렛세라,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2016-07-13,2016,7,미국,518,384789,공포(호러),15세이상관람가,블레이크라이블리,,,9.6
아델라인:멈춰진시간,리톨랜드크리거,,(주)퍼스트런,(주)쇼박스,2015-10-15,2015,10,미국,239,40096,판타지,12세이상관람가,블레이크라이블리,미치엘휘즈먼,해리슨포드,8.12
R2B:리턴투베이스,김동원,"(주)주머니필름,(주)빨간마후라,씨제이이앤엠(주)",,씨제이이앤엠(주),2012-08-15,2012,8,한국,539,1201640,액션,15세이상관람가,비,유준상,신세경,7.56
더로드,존힐코트,,(주)누리픽쳐스,에스케이텔레콤(주),2010-01-07,2010,1,미국,172,176152,SF,15세이상관람가,비고모텐슨,샤를리즈테론,코디스밋맥피,7.85
비스트앵콜콘서트3D,손석,(주)에스비에스콘텐츠허브,,(주)에스비에스콘텐츠허브,2012-02-29,2012,2,한국,75,1684400,공연,전체관람가,비스트,,,9.04
리딕,데이빗토히,,데이지엔터테인먼트,(주)영화사빅,2013-11-28,2013,11,미국,275,132059,SF,15세이상관람가,빈디젤,칼어번,케이티색코프,7.33
분노의질주:언리미티드,저스틴린,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2011-04-20,2011,4,미국,457,1621973,스릴러,15세이상관람가,빈디젤,폴워커,드웨인존슨,8.97
분노의질주:더세븐,제임스완,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-04-01,2015,4,미국,983,3247558,액션,15세이상관람가,빈디젤,폴워커,드웨인존슨,9.11
라스트위치헌터,브렉에이즈너,,(유)조이앤시네마,TCO(주)더콘텐츠온,2015-12-30,2015,12,미국,278,122039,액션,15세이상관람가,빈디젤,로즈레슬리,일라이저우드,6.71
트리플엑스리턴즈,D.J.카루소,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-02-08,2017,2,미국,590,475309,액션,15세이상관람가,빈디젤,사무엘L.잭슨,니나도브레브,7.04
분노의질주:더익스트림,F.게리그레이,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2017-04-12,2017,4,미국,1469,3653238,액션,15세이상관람가,빈디젤,드웨인존슨,샤를리즈테론,8.97
커플테라피:대화가필요해,피터빌링슬레이,유니버셜픽쳐스,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2010-02-25,2010,2,미국,66,19623,코미디,15세이상관람가,빈스본,제이슨베이트먼,존파브로,6.43
G-포스:기니피그특공대,호이트예이트만,월트디즈니픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-22,2010,4,미국,80,40161,가족,전체관람가,빌나이,샘록웰,윌아넷,7.88
아더크리스마스,베리쿡,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-11-25,2011,11,미국,356,622286,애니메이션,전체관람가,빌나이,제임스맥어보이,휴로리,8.74
새미의어드벤쳐,벤스타센,엔웨이브필름,데이지엔터테인먼트,씨제이엔터테인먼트,2010-12-15,2010,12,벨기에,311,946615,애니메이션,전체관람가,빌리웅거,팻캐럴,카를로스맥쿨러스2세,8.64
새미의어드벤쳐2,벤스타센,,데이지엔터테인먼트,씨제이이앤엠(주),2012-08-01,2012,8,벨기에,486,1452872,애니메이션,전체관람가,빌리웅거,팻캐럴,카를로스맥쿨러스2세,8.64
몬스터대학교,댄스캔론,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-09-12,2013,9,미국,381,870065,애니메이션,전체관람가,빌리크리스탈,존굿맨,스티브부세미,8.73
스누피:더피너츠무비,스티브마티노,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-12-24,2015,12,미국,348,197238,애니메이션,전체관람가,빌멜렌데즈,노아스납,,7.91
그것,안드레스무시에티,,워너브러더스코리아(주),워너브러더스코리아(주),2017-09-06,2017,9,미국,837,888386,공포(호러),15세이상관람가,빌스카스가드,제이든리버허,,6.97
하늘에서음식이내린다면,"필로드,크리스밀러",소니픽쳐스애니메이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-02-11,2010,2,미국,281,665096,애니메이션,전체관람가,빌헤이더,안나페리스,제임스칸,8.26
하늘에서음식이내린다면2,"코디카메론,크리스피언",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-11-21,2013,11,미국,545,800062,애니메이션,전체관람가,빌헤이더,안나페리스,닐패트릭해리스,8.15
섹스앤더시티2,마이클패트릭킹,"뉴라인시네마,HBO필름",워너브러더스코리아(주),워너브러더스코리아(주),2010-06-10,2010,6,미국,238,405580,드라마,청소년관람불가,사라제시카파커,킴캐트럴,크리스틴데이비스,7.77
샤크나이트3D,데이비드R.엘리스,,,(주)화앤담이엔티,2011-09-15,2011,9,미국,239,92505,스릴러,15세이상관람가,사라팩스톤,앨리사디아즈,더스틴밀리건,5.18
카이트,랄프지만,,(주)누리픽쳐스,(주)누리픽쳐스,2015-06-11,2015,6,미국,50,11287,범죄,청소년관람불가,사무엘L.잭슨,캘런맥오리피,인디아아이슬리,4.42
잠베지아:신비한나무섬의비밀,웨인쏜리,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2012-12-25,2012,12,남아프리카공화국,273,472692,애니메이션,전체관람가,사무엘L.잭슨,아비게일브레스린,제프골드브럼,8.71
인크레더블2,브래드버드,,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2018-07-18,2018,7,미국,1605,2539364,애니메이션,전체관람가,사무엘L.잭슨,홀리헌터,크레이그T.넬슨,9.27
주온:끝의시작,오치아이마사유키,,(주)엔케이컨텐츠,(주)넥스트엔터테인먼트월드(NEW),2014-07-16,2014,7,일본,394,410644,공포(호러),15세이상관람가,사사키노조미,아오야기쇼,,6.34
황당한외계인:폴,그렉모톨라,워킹타이틀필름,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2011-04-07,2011,4,미국,148,61808,코미디,15세이상관람가,사이먼페그,닉프로스트,제이슨베이트먼,7.71
꿀벌하치의대모험,아미노테츠로,,에이원엔터테인먼트,"(주)박수엔터테인먼트,에이원엔터테인먼트",2011-01-13,2011,1,일본,141,79625,애니메이션,전체관람가,사이토아야카,아야카윌슨,타나카나오키,8.54
샤오린:최후의결전,진목승,,,(주)에스비에스콘텐츠허브,2011-08-25,2011,8,홍콩,182,45275,드라마,15세이상관람가,사정봉,판빙빙,성룡,7.25
골든슬럼버,나카무라요시히로,"씨제이엔터테인먼트,Dub",씨제이엔터테인먼트,씨제이엔터테인먼트,2010-08-26,2010,8,일본,139,66224,스릴러,12세이상관람가,사카이마사토,다케우치유코,,5.28
주문은토끼입니까??~디어마이시스터~,하시모토히로유키,,(주)애니플러스,(주)애니플러스,2018-01-18,2018,1,일본,84,16655,애니메이션,전체관람가,사쿠라아야네,미나세이노리,타네다리사,4.56
