name,director,producer,Importer,Distributor,date,year,month,country,screen,audience,genre,limit,actor1,actor2,actor3,star
사다코대카야코,시라이시코지,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2017-01-04,2017,1,일본,131,25531,공포(호러),15세이상관람가,야마모토미즈키,타마시로티나,안도마사노부,6.24
짱구는못말려극장판:초시공!태풍을부르는나의신부,시기노아키라,,대원미디어(주),씨제이이앤엠(주),2011-05-05,2011,5,일본,306,346441,애니메이션,전체관람가,야지마아키코,나라하시미키,후지와라케이지,8.86
짱구는못말려극장판:태풍을부르는황금스파이대작전,마스이소이치,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-04-26,2012,4,일본,277,272062,애니메이션,전체관람가,야지마아키코,나라하시미키,후지와라케이지,8.33
짱구는못말려극장판:태풍을부르는나와우주의프린세스,마스이소이치,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-04-25,2013,4,일본,290,217320,애니메이션,전체관람가,야지마아키코,나라하시미키,후지와라케이지,8.31
짱구는못말려극장판：엄청맛있어!B급음식서바이벌!,하시모토마사카즈,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,2014,4,일본,301,83289,애니메이션,전체관람가,야지마아키코,후지와라케이지,나라하시미키,8.51
짱구는못말려극장판:정면승부!로봇아빠의역습,다카하시와타루,,대원미디어(주),(주)이수C&E,2015-04-23,2015,4,일본,372,150226,애니메이션,전체관람가,야지마아키코,나라하시미키,후지와라케이지,9.08
짱구는못말려극장판:나의이사이야기선인장대습격,하시모토마사카즈,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-01-07,2016,1,일본,350,202538,애니메이션,전체관람가,야지마아키코,후지와라케이지,나라하시미키,8.68
짱구는못말려극장판:폭풍수면!꿈꾸는세계대돌격,타카하시와타루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-01-25,2017,1,일본,334,119197,애니메이션,전체관람가,야지마아키코,나라하시미키,후지와라케이지,8.86
괴물의아이,호소다마모루,,(주)얼리버드픽쳐스,"CGV아트하우스,(주)리틀빅픽쳐스",2015-11-25,2015,11,일본,363,224849,애니메이션,12세이상관람가,야쿠쇼코지,미야자키아오이,소메타니쇼타,8.55
타이치03D,풍덕륜,,(유)조이앤컨텐츠그룹,(주)영화사빅,2013-07-04,2013,7,홍콩,116,11414,코미디,12세이상관람가,양가휘,안젤라베이비,펑위옌,6.9
응징자,신동엽,(주)엔브릭스,,(주)인벤트스톤,2013-10-30,2013,10,한국,305,192347,액션,청소년관람불가,양동근,주상욱,이태임,6.11
정글히어로,"박태동,마우리시오드라오르타","원더월드스튜디오,(주)디씨지플러스",,씨제이이앤엠(주),2014-10-02,2014,10,한국,287,71330,애니메이션,전체관람가,양세나,심규혁,김현지,7.52
극장판뛰뛰빵빵구조대미션:둥둥이를구하라!,방형우,"(주)빅스크리에이티브,(주)디씨지플러스,차이나필름그룹",,메가박스중앙(주)플러스엠,2014-08-07,2014,8,한국,91,20175,애니메이션,전체관람가,양정화,안영미,홍범기,7.83
최강전사미니특공대:새로운악당의습격,이영준,(주)삼지애니메이션,,에이원엔터테인먼트,2015-02-05,2015,2,한국,318,154342,애니메이션,전체관람가,엄상현,전태열,신용우,7.56
극장판유희왕더다크사이드오브디멘션즈,쿠와바라사토시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-06-09,2016,6,일본,210,31805,애니메이션,전체관람가,엄상현,장성호,,8.91
파워배틀와치카:와치가면의역습,"이영준,김래경",(주)삼지애니메이션,,(주)삼지애니메이션,2017-06-01,2017,6,한국,246,22110,애니메이션,전체관람가,엄상현,전태열,,8.42
미니특공대X,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2018-03-22,2018,3,한국,458,99958,애니메이션,전체관람가,엄상현,전태열,이소영,7.59
마마,최익환,"씨네주(유),㈜더드림앤드픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2011-06-01,2011,6,한국,269,222731,드라마,12세이상관람가,엄정화,김해숙,유해진,7.93
관능의법칙,권칠인,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2014-02-13,2014,2,한국,591,773996,드라마,청소년관람불가,엄정화,문소리,조민수,7.64
베스트셀러,이정호,"(주)에코필름,데이지엔터테인먼트",,(주)시너지하우스(시너지),2010-04-15,2010,4,한국,317,1099665,미스터리,15세이상관람가,엄정화,,,7.61
몽타주,정근섭,(주)미인픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),2013-05-16,2013,5,한국,540,2095375,스릴러,15세이상관람가,엄정화,김상경,송영창,5.5
미쓰와이프,강효진,(주)영화사아이비젼,,메가박스중앙(주)플러스엠,2015-08-13,2015,8,한국,437,984265,코미디,15세이상관람가,엄정화,송승헌,,8.92
미씽:사라진여자,이언희,다이스필름(주),,메가박스중앙(주)플러스엠,2016-11-30,2016,11,한국,790,1153109,미스터리,15세이상관람가,엄지원,공효진,,8.36
톱스타,박중훈,영화사문(주),,롯데쇼핑㈜롯데엔터테인먼트,2013-10-24,2013,10,한국,397,175152,드라마,15세이상관람가,엄태웅,김민준,소이현,7.39
시라노;연애조작단,김현석,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2010-09-16,2010,9,한국,402,2731828,멜로/로맨스,12세이상관람가,엄태웅,이민정,최다니엘,8.73
건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,2012,3,한국,593,4110645,멜로/로맨스,12세이상관람가,엄태웅,한가인,이제훈,8.65
특수본,황병국,(주)영화사수박,,"(주)시너지하우스(시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,2011,11,한국,471,1118258,액션,15세이상관람가,엄태웅,주원,정진영,6.97
네버엔딩스토리,정용주,아일랜드픽처스(주),,(주)화앤담이엔티,2012-01-18,2012,1,한국,269,283449,코미디,15세이상관람가,엄태웅,정려원,,7.41
비포미드나잇,리차드링클레이터,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2013-05-22,2013,5,미국,275,203476,드라마,청소년관람불가,에단호크,줄리델피,샤뮤스데이비핏츠패트릭,8.14
살인소설,스콧데릭슨,,(주)영화사폴,씨너스엔터테인먼트(주),2012-11-15,2012,11,미국,186,54239,미스터리,청소년관람불가,에단호크,,,6.15
데이브레이커스,마이클스피어리그,라이온스게이트필름즈,(주)성원아이컴,(주)성원아이컴,2010-03-18,2010,3,미국,187,137955,액션,청소년관람불가,에단호크,윌렘대포,이사벨루카스,7.19
트랜스포터:리퓰드,카밀들라마레,,(주)에이블엔터테인먼트,씨네그루(주)다우기술,2015-10-15,2015,10,프랑스,432,161245,액션,15세이상관람가,에드스크레인,론샤바놀,,6.48
더비지트,M.나이트샤말란,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-10-15,2015,10,미국,279,52197,스릴러,15세이상관람가,에드옥슨볼드,올리비아데종,,7.02
웨이백,피터위어,,(주)케이앤엔터테인먼트,(주)쇼박스,2011-03-17,2011,3,미국,175,105925,드라마,12세이상관람가,에드해리스,짐스터게스,시얼샤로넌,8.58
신비한동물사전,데이빗예이츠,,워너브러더스코리아(주),워너브러더스코리아(주),2016-11-16,2016,11,미국,1431,4666993,어드벤처,12세이상관람가,에디레드메인,캐서린워터스턴,콜린파렐,8.21
데드폴,스테판루조비츠키,,(주)유니코리아문예투자,(주)에스비에스콘텐츠허브,2013-01-23,2013,1,미국,82,14744,범죄,청소년관람불가,에릭바나,올리비아와일드,찰리허냄,6.51
프라이버시,존크로울리,,(주)스마일이엔티,(주)인벤트스톤,2014-03-20,2014,3,영국,165,16936,범죄,15세이상관람가,에릭바나,레베카홀,짐브로드벤트,7.37
스카이라인,"콜린스트로즈,그렉스트로즈",블랙먼데이필름서비스,㈜코리아스크린,(주)화앤담이엔티,2010-11-24,2010,11,미국,431,873079,액션,12세이상관람가,에릭벌포,스카티톰슨,,6.26
위아유어프렌즈,맥스조셉,,(주)시네마리퍼블릭,씨네그루(주)다우기술,2015-11-12,2015,11,미국,220,27412,드라마,청소년관람불가,에밀리라타이코프스키,잭에프론,,8.5
써커펀치,잭스나이더,,워너브러더스코리아(주),워너브러더스코리아(주),2011-04-07,2011,4,미국,240,156606,액션,15세이상관람가,에밀리브라우닝,애비코니쉬,지나말론,6.98
미비포유,테아샤록,,워너브러더스코리아(주),워너브러더스코리아(주),2016-06-01,2016,6,미국,481,939658,멜로/로맨스,12세이상관람가,에밀리아클라크,샘클라플린,,8.5
몬스터패밀리,호거태프,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2017-12-21,2017,12,독일,617,397633,애니메이션,전체관람가,에밀리왓슨,닉프로스트,제시카브라운핀들레이,8.34
다크아워,크리스고락,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-01-05,2012,1,미국,324,162604,SF,12세이상관람가,에밀허쉬,올리비아썰비,조엘킨나만,5.79
미스페레그린과이상한아이들의집,팀버튼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-09-28,2016,9,미국,904,2718158,미스터리,12세이상관람가,에바그린,엘라퍼넬,에이사버터필드,8.46
300:제국의부활,노암머로,,워너브러더스코리아(주),워너브러더스코리아(주),2014-03-06,2014,3,미국,720,1593116,액션,청소년관람불가,에바그린,설리반스탭플턴,로드리고산토로,7.18
나를미치게하는여자,주드아패토우,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-12-10,2015,12,미국,161,27858,코미디,청소년관람불가,에이미슈머,빌헤이더,브리라슨,6.36
아이필프리티,아비콘,,(주)퍼스트런,(주)홈초이스,2018-06-06,2018,6,미국,213,240148,코미디,15세이상관람가,에이미슈머,미셸윌리엄스,,8.73
맨오브스틸,잭스나이더,,워너브러더스코리아(주),워너브러더스코리아(주),2013-06-13,2013,6,미국,998,2182227,SF,12세이상관람가,에이미아담스,러셀크로우,헨리카빌,7.87
컨택트,드니빌뇌브,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2017-02-02,2017,2,미국,605,629322,SF,12세이상관람가,에이미아담스,제레미레너,포레스트휘태커,8.17
프로포즈데이,아넌드터커,유니버셜픽쳐스,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2010-04-08,2010,4,미국,149,109313,멜로/로맨스,12세이상관람가,에이미아담스,매튜구드,,8.33
인사이드아웃,피트닥터,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-07-09,2015,7,미국,777,4968687,애니메이션,전체관람가,에이미포엘러,필리스스미스,민디캘링,9.06
한솔로:스타워즈스토리,론하워드,,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2018-05-24,2018,5,미국,569,213986,액션,12세이상관람가,엘든이렌리치,에밀리아클라크,우디해럴슨,7.9
도리를찾아서,앤드류스탠튼,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-07-06,2016,7,미국,1091,2601734,애니메이션,전체관람가,엘런드제너러스,다이안키튼,이드리스엘바,8.52
스페이스독,"이나예블라니코바,스비야토슬라브우샤코프",,주식회사루믹스미디어,예지림엔터테인먼트,2012-03-22,2012,3,러시아,148,42720,애니메이션,전체관람가,엘레나야코블레바,안나볼쇼바,,7.31
위핏,드류베리모어,맨데이트픽쳐스,㈜에스앤엠코리아,롯데쇼핑㈜롯데엔터테인먼트,2010-02-18,2010,2,미국,124,35241,드라마,12세이상관람가,엘렌페이지,마샤게이하든,,8.01
박스트롤,"그레이엄애나블,안소니스타치",,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2014-11-06,2014,11,미국,346,101665,애니메이션,전체관람가,엘르패닝,아이작햄스터드라이트,,8.39
발레리나,"에릭섬머,에릭와린",,판씨네마(주),판씨네마(주),2017-02-09,2017,2,프랑스,434,201365,애니메이션,전체관람가,엘르패닝,데인드한,매디지글러,8.56
빌리엘리어트뮤지컬라이브,스티븐달드리,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2014-11-27,2014,11,미국,37,21571,뮤지컬,전체관람가,엘리엇한나,루시에헨쉘,데카웜슬리,9.31
헤이츠,마크톤데라이,,(주)더블앤조이픽쳐스,(주)나이너스엔터테인먼트,2012-12-06,2012,12,미국,75,13747,스릴러,15세이상관람가,엘리자베스슈,맥스티에리옷,제니퍼로렌스,6.57
피라냐,알렉산더아야,아톰셰어엔터테인먼트,(주)누리픽쳐스,에스케이텔레콤(주),2010-08-26,2010,8,미국,306,515074,액션,청소년관람불가,엘리자베스슈,아담스콧,제리오코넬,4.85
너브,"헨리유스트,아리엘슐만",,(주)누보필림,(주)박수엔터테인먼트,2017-01-11,2017,1,미국,151,29441,어드벤처,15세이상관람가,엠마로버츠,데이브프랭코,에밀리미드,8.11
헬프,테이트테일러,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-11-03,2011,11,미국,163,143738,드라마,전체관람가,엠마스톤,비올라데이비스,옥타비아스펜서,8.6
라라랜드,다미엔차젤레,,판씨네마(주),판씨네마(주),2016-12-07,2016,12,미국,727,3595861,드라마,12세이상관람가,엠마스톤,라이언고슬링,,8.59
크루즈패밀리,"커크드미코,크리스샌더스",,씨제이이앤엠(주),씨제이이앤엠(주),2013-05-16,2013,5,미국,525,941615,애니메이션,전체관람가,엠마스톤,라이언레이놀즈,니콜라스케이지,9.25
어메이징스파이더맨2,마크웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,2014,4,미국,1312,4168350,액션,12세이상관람가,엠마스톤,앤드류가필드,,7.76
빌리진킹:세기의대결,"발레리페리스,조나단데이턴",,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-16,2017,11,미국,135,19952,코미디,15세이상관람가,엠마스톤,스티브카렐,,7.44
미녀와야수,빌콘돈,,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2017-03-16,2017,3,미국,1627,5137993,멜로/로맨스,전체관람가,엠마왓슨,댄스티븐스,루크에반스,8.79
메리다와마법의숲,"마크앤드류스,브렌다채프먼",,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-27,2012,9,미국,479,1231024,애니메이션,전체관람가,엠마톰슨,켈리맥도날드,빌리코놀리,7.67
초한지-천하대전,이인항,,(유)조이앤컨텐츠그룹,KT&G상상마당영화사업팀컴퍼니에스에스(주),2012-01-11,2012,1,중국,167,94652,액션,12세이상관람가,여명,유역비,풍소봉,7.78
포켓몬더무비XY후파:광륜의초마신,유야마쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2015-12-23,2015,12,일본,360,300477,애니메이션,전체관람가,여민정,이광수,이선호,8.75
극장판안녕자두야,손석우,"아툰즈,씨제이이앤엠(주)",,씨제이이앤엠(주),2016-05-04,2016,5,한국,523,278914,애니메이션,전체관람가,여민정,양정화,,7.84
포켓몬더무비XY&Z「볼케니온:기계왕국의비밀」,유야마쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2016-12-22,2016,12,일본,480,282419,애니메이션,전체관람가,여민정,이광수,이선호,8.75
극장판레이디버그:미라클스톤의비밀,토마스아스트뤽,,,(주)삼지애니메이션,2018-01-25,2018,1,프랑스,305,34466,애니메이션,전체관람가,여민정,남도형,홍시호,9.42
카트,부지영,(주)명필름,,(주)리틀빅픽쳐스,2014-11-13,2014,11,한국,544,799275,드라마,12세이상관람가,염정아,문정희,김영애,8.62
장산범,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),2017-08-17,2017,8,한국,711,1305145,미스터리,15세이상관람가,염정아,박혁권,,6.2
에반게리온:Q,안노히데아키,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",2013-04-25,2013,4,일본,59,61423,애니메이션,15세이상관람가,오가타메구미,하야시바라메구미,미야무라유코,6.94
극장판아따맘마3D:엄마는초능력자,다카하시와타루,,,씨너스엔터테인먼트(주),2011-09-08,2011,9,일본,123,60154,애니메이션,전체관람가,오가타켄이치,오리카사후미코,사카구치다이스케,7.45
부도리의꿈,스기이기사부로,,(주)미디어캐슬,(주)나이너스엔터테인먼트,2013-01-30,2013,1,일본,117,18940,애니메이션,전체관람가,오구리슌,쿠츠나시오리,에모토아키라,5.16
캡틴하록,아라마키신지,,(주)영화사조은,(주)박수엔터테인먼트,2014-01-16,2014,1,일본,120,17977,애니메이션,12세이상관람가,오구리슌,미우라하루마,아오이유우,7.58
은혼,후쿠다유이치,,(주)미디어캐슬,(주)라이크콘텐츠,2017-12-07,2017,12,일본,137,18172,액션,12세이상관람가,오구리슌,스다마사키,하시모토칸나,7.31
흑집사-북오브더아틀란틱-,아베노리유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-04-13,2017,4,일본,94,37954,애니메이션,15세이상관람가,오노다이스케,사카모토마아야,,9.21
극장판쿠로코의농구라스트게임,타다슌스케,,(주)애니플러스,(주)박수엔터테인먼트,2017-04-27,2017,4,일본,96,62393,애니메이션,12세이상관람가,오노켄쇼,오노유우키,사이토치와,9.16
대배우,석민우,주식회사영화사다,,"(주)대명문화공장,(주)리틀빅픽쳐스",2016-03-30,2016,3,한국,474,169855,코미디,12세이상관람가,오달수,윤제문,이경영,5.76
구스범스,롭레터맨,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2016-01-14,2016,1,미국,515,297356,액션,12세이상관람가,오데야러쉬,잭블랙,딜런미네트,8.28
본타:땅콩왕국의전설,레오리,,"영화사마농(주),주식회사미콘",(주)팝엔터테인먼트,2014-10-30,2014,10,중국,179,18022,애니메이션,전체관람가,오뢰,,,5.82
스트레이트아웃오브컴턴,F.게리그레이,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-09-10,2015,9,미국,185,48844,드라마,청소년관람불가,오셔잭슨주니어,코리호킨스,제이슨밋첼,8.83
극장판포켓몬스터베스트위시「큐레무VS성검사케르디오」,유야마쿠니히코,,(주)포켓몬코리아,씨제이이앤엠(주),2012-12-19,2012,12,일본,275,348883,애니메이션,전체관람가,오오타니이쿠에,마츠모토리카,미야노마모루,8.14
"극장판포켓몬스터베스트위시:신의속도게노세크트,뮤츠의각성",유야마쿠니히코,,(주)포켓몬코리아,씨제이이앤엠(주),2014-01-09,2014,1,일본,406,320409,애니메이션,전체관람가,오오타니이쿠에,,,8.95
카2,존라세터,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-07-20,2011,7,미국,379,465607,애니메이션,전체관람가,오웬윌슨,마이클케인,,8.09
터키,지미헤이워드,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2014-07-31,2014,7,미국,182,113795,애니메이션,전체관람가,오웬윌슨,우디해럴슨,에이미포엘러,8.25
이스케이프,존에릭도들,,위드라이언픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2015-11-05,2015,11,미국,264,46781,액션,15세이상관람가,오웬윌슨,피어스브로스넌,레이크벨,7.54
호비와매직아일랜드,"카와마타히로시,히로타카시마",,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2018-06-06,2018,6,일본,114,15942,애니메이션,전체관람가,오은수,송영인,방지원,9.04
극장판가면라이더VS파워레인저슈퍼히어로대전,가네다오사무,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,2014,1,일본,183,59611,액션,전체관람가,오자와료타,이노우에마사히로,아키야마리나,7.59
히어로,김봉한,"(주)필마픽쳐스,(주)프리윌컴퍼니",,(주)마인스엔터테인먼트,2013-10-08,2013,10,한국,179,226170,가족,전체관람가,오정세,박철민,정은표,6.2
연애의맛,김아론,(주)청우필름,,"(주)와우픽쳐스,(주)쇼박스",2015-05-07,2015,5,한국,398,212154,멜로/로맨스,청소년관람불가,오지호,강예원,,7.37
극장판토리코:미식신의스페셜메뉴,자코아키후미,,중앙애니메이션,(주)미디어데이,2013-11-28,2013,11,일본,38,12635,애니메이션,전체관람가,오키아유료타로,,,9.05
워터디바이너,러셀크로우,,(주)더블앤조이픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015-01-28,2015,1,미국,326,136134,드라마,15세이상관람가,올가쿠릴렌코,러셀크로우,제이코트니,7.93
인보카머스,스콧데릭슨,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-21,2014,8,미국,196,69786,공포(호러),청소년관람불가,올리비아문,에릭바나,에드가라미레즈,6.96
라자루스,데이빗겔브,,(유)조이앤시네마,(유)조이앤시네마,2015-07-02,2015,7,미국,89,27279,공포(호러),15세이상관람가,올리비아와일드,에반피터스,마크듀플라스,5.66
더시그널,윌리엄유뱅크,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2014-07-09,2014,7,미국,263,105818,SF,12세이상관람가,올리비아쿡,로렌스피시번,브렌튼스웨이츠,6.38
위자,스틸즈화이트,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-04-16,2015,4,미국,337,73549,미스터리,15세이상관람가,올리비아쿡,아나코토,다렌카가소프,7.2
레디플레이어원,스티븐스필버그,,워너브러더스코리아(주),워너브러더스코리아(주),2018-03-28,2018,3,미국,1079,2254442,액션,12세이상관람가,올리비아쿡,벤멘델슨,타이쉐리던,8.54
케로로더무비5:기적의사차원섬,"사토준이치,야마구치스스무",선라이즈필름,투니버스(주)온미디어,투니버스(주)온미디어,2010-04-29,2010,4,일본,75,116992,애니메이션,전체관람가,와타나베쿠미코,쿠와시마호우코,마츠모토타마키,8.02
아따맘마-극장판,야스미테츠오,,(주)온미디어,에이원엔터테인먼트,2011-02-17,2011,2,일본,90,81352,애니메이션,전체관람가,와타나베쿠미코,사카구치다이스케,오가타켄이치,8.76
폭풍우치는밤에:비밀친구,아미노테츠로,,(주)머스트씨무비,(주)마인스엔터테인먼트,2013-05-01,2013,5,일본,231,37112,애니메이션,전체관람가,요시노히로유키,쿠기미야리에,호리에유이,7.94
나우유씨미:마술사기단,루이스리테리어,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-08-22,2013,8,미국,691,2718227,범죄,12세이상관람가,우디해럴슨,제시아이젠버그,마크러팔로,8.04
노다메칸타빌레Vol.1,타케우치히데키,시네바자,"(주)미로비젼,아뮤즈코리아(주)","(주)미로비젼,아뮤즈코리아(주)",2010-09-09,2010,9,일본,26,77074,코미디,전체관람가,우에노주리,타마키히로시,,8.42
아저씨,이정범,오퍼스픽쳐스,,씨제이엔터테인먼트,2010-08-04,2010,8,한국,478,6282774,액션,청소년관람불가,원빈,김새론,,9.5
프랑켄위니,팀버튼,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-11,2012,10,미국,226,43978,애니메이션,12세이상관람가,위노나라이더,캐서린오하라,찰리타핸,8.2
곤지암,정범식,(주)하이브미디어코프,,(주)쇼박스,2018-03-28,2018,3,한국,1124,2675618,공포(호러),15세이상관람가,위하준,박지현,오아연,6.47
코비:블루엘리펀트의전설,타위랍스리우티윙스,,(주)영화사빅,(주)영화사빅,2013-12-05,2013,12,태국,104,27463,애니메이션,전체관람가,위훈,윤세웅,곽윤상,8.43
애프터어스,M.나이트샤말란,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-05-30,2013,5,미국,484,537920,SF,12세이상관람가,윌스미스,제이든스미스,조크라비츠,6.86
맨인블랙3,배리소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,2012,5,미국,770,3379762,액션,12세이상관람가,윌스미스,토미리존스,조슈브롤린,8.16
포커스,"글렌피카라,존레쿼",,워너브러더스코리아(주),워너브러더스코리아(주),2015-02-26,2015,2,미국,349,91164,코미디,15세이상관람가,윌스미스,마고로비,로드리고산토로,7.05
넛잡:땅콩도둑들,피터레페니오티스,"(주)레드로버,툰박스엔터테인먼트",,(주)싸이더스,2014-01-29,2014,1,한국,382,478392,애니메이션,전체관람가,윌아넷,캐서린헤이글,리암니슨,6.68
레고배트맨무비,크리스맥케이,,워너브러더스코리아(주),워너브러더스코리아(주),2017-02-09,2017,2,미국,427,148760,애니메이션,전체관람가,윌아넷,마이클세라,랄프파인즈,8.55
넛잡2,캘런브런커,"(주)레드로버,툰박스엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2017-10-03,2017,10,한국,526,407727,애니메이션,전체관람가,윌아넷,캐서린헤이글,성룡,8.77
메가마인드,톰맥그라스,,씨제이엔터테인먼트,씨제이엔터테인먼트,2011-01-13,2011,1,미국,414,875481,애니메이션,전체관람가,윌페렐,티나페이,조나힐,8.77
레고무비,"필로드,크리스밀러",,워너브러더스코리아(주),워너브러더스코리아(주),2014-02-06,2014,2,미국,317,236129,애니메이션,전체관람가,윌페렐,리암니슨,알리슨브리,8.46
적인걸:측천무후의비밀,서극,후아위브라더스미디어,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2010-10-06,2010,10,중국,286,468273,액션,12세이상관람가,유덕화,양가휘,리빙빙,7.12
결정적한방,박중구,(주)오디이엔티,,(주)화앤담이엔티,2011-12-07,2011,12,한국,160,60944,코미디,15세이상관람가,유동근,윤진서,김정훈,6.28
돈크라이마미,김용한,(주)씨네마골뱅이,,(주)에스비에스콘텐츠허브,2012-11-22,2012,11,한국,444,975462,스릴러,15세이상관람가,유선,남보라,유오성,6.44
조선마술사,김대승,위더스필름(주),,롯데쇼핑㈜롯데엔터테인먼트,2015-12-30,2015,12,한국,608,628576,드라마,12세이상관람가,유승호,고아라,,6.6
봉이김선달,박대민,"(주)엠픽처스,(주)에스엔케이픽처스",,씨제이이앤엠(주),2016-07-06,2016,7,한국,942,2044564,사극,12세이상관람가,유승호,조재현,고창석,7.72
깡철이,안권태,"(주)시네마서비스,㈜더드림앤드픽쳐스,㈜팝콘필름",,씨제이이앤엠(주),2013-10-02,2013,10,한국,707,1204666,드라마,15세이상관람가,유아인,김해숙,,6.95
버닝,이창동,"파인하우스필름(주),나우필름(주)",,CGV아트하우스,2018-05-17,2018,5,한국,739,528155,미스터리,청소년관람불가,유아인,스티븐연,전종서,6.57
친구2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,2013,11,한국,968,2971475,액션,청소년관람불가,유오성,주진모,김우빈,6.23
반가운살인자,김동욱,(주)영화사소풍,,롯데쇼핑㈜롯데엔터테인먼트,2010-04-08,2010,4,한국,261,599176,코미디,15세이상관람가,유오성,김동욱,심은경,7.61
스플릿,최국희,오퍼스픽쳐스,,오퍼스픽쳐스,2016-11-09,2016,11,한국,702,757430,드라마,15세이상관람가,유지태,이정현,이다윗,8.99
비밀애,"류훈,권지연","(주)한컴,(주)코난픽쳐스",,(주)시너지하우스(시너지),2010-03-25,2010,3,한국,275,167132,멜로/로맨스,청소년관람불가,유지태,윤진서,,4.53
손오공:돌원숭이의탄생,"스기노아키오,후미히로요시무라",,에이원엔터테인먼트,에이원엔터테인먼트,2012-09-13,2012,9,일본,83,10965,애니메이션,전체관람가,유카,모리타준페이,오오츠카아키오,7.6
