,Unnamed: 0,영화명,감독,제작사,수입사,배급사,개봉일,개봉월,국적,전국스크린수,전국관객수,장르,등급,url,movie_star,배우1,배우2,배우3
371,952,더 건맨,피에르 모렐,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-04-16,4,프랑스,349,107444,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=더 건맨%09&section=all&ie=utf8,6.8,이드리스엘바,하비에르바르뎀,숀펜
372,1191,헬머니,신한솔,"(주)전망좋은 영화사,TCO(주)더콘텐츠온",,(주)넥스트엔터테인먼트월드(NEW),2015-03-05,3,한국,422,519983,코미디,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=헬머니%09&section=all&ie=utf8,6.81,김수미,정만식,김정태
373,1227,화이트: 저주의 멜로디,"김곡,김선",(주)두엔터테인먼트 ,,씨제이이앤엠(주),2011-06-09,6,한국,305,790954,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=화이트: 저주의 멜로디%09&section=all&ie=utf8,6.81,,,
374,1375,후궁 : 제왕의 첩,김대승,(주)황기성 사단,,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,6,한국,624,2621436,사극,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=후궁 : 제왕의 첩%09&section=all&ie=utf8,6.81,조여정,김동욱,김민준
375,489,인시디어스 3,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-09,7,미국,409,825517,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인시디어스 3%09&section=all&ie=utf8,6.83,더모트멀로니,스테파니스콧,앵거스샘슨
376,265,더 레이븐,제임스 맥티그,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2012-07-05,7,미국,265,153278,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=더 레이븐%09&section=all&ie=utf8,0,존쿠삭,루크에반스,앨리스이브
377,294,디어 존,라세 할스트롬,릴레티비티 미디어,(주)나이너스엔터테인먼트,(주)화앤담이엔티,2010-03-04,3,미국,262,192530,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=디어 존%09&section=all&ie=utf8,0,채닝테이텀,아만다사이프리드,
378,191,갤로우즈,"트래비스 클러프,크리스 로핑",,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-03,9,미국,299,87301,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=갤로우즈%09&section=all&ie=utf8,6.84,,,
379,501,타이탄의 분노,조나단 리브스만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-03-29,3,미국,535,893027,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=타이탄의 분노%09&section=all&ie=utf8,6.84,샘워싱턴,리암니슨,랄프파인즈
380,1125,마이 블랙 미니드레스,허인무,(주)토리픽쳐스,,씨제이이앤엠(주),2011-03-24,3,한국,325,313953,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=마이 블랙 미니드레스%09&section=all&ie=utf8,6.84,윤은혜,박한별,차예련
381,1292,심야의 F.M.,김상만,"(주)주말의 명화,(주)홍필름",,롯데쇼핑㈜롯데엔터테인먼트,2010-10-14,10,한국,422,1228673,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=심야의 F.M.%09&section=all&ie=utf8,6.84,수애,유지태,
382,1310,해무(海霧),심성보,"(주)해무,(주)루이스 픽쳐스",,(주)넥스트엔터테인먼트월드(NEW),2014-08-13,8,한국,584,1466830,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=해무(海霧)%09&section=all&ie=utf8,6.84,김윤석,박유천,한예리
383,1317,더 폰,김봉주,(주)미스터로맨스,,(주)넥스트엔터테인먼트월드(NEW),2015-10-22,10,한국,794,1593694,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=더 폰%09&section=all&ie=utf8,6.84,손현주,엄지원,배성우
384,24,당신에게도 사랑이 다시 찾아올까요?,가브리엘 무치노,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2013-10-17,10,미국,104,10328,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=당신에게도 사랑이 다시 찾아올까요?%09&section=all&ie=utf8,6.85,제라드버틀러,제시카비엘,우마서먼
385,129,인시디어스,제임스 완,,㈜코리아스크린,(주)쇼박스,2012-09-13,9,미국,178,50163,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인시디어스%09&section=all&ie=utf8,6.85,패트릭윌슨,로즈번,리워넬
386,214,라스트 엑소시즘,다니엘 스탬,스트라이크엔터테인먼트,코리아 코어 컨텐츠,(주)시너지하우스 (시너지),2010-12-01,12,미국,171,104936,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=라스트 엑소시즘%09&section=all&ie=utf8,6.85,패트릭파비언,애슐리벨,
387,438,인시디어스4: 라스트 키,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-01-31,1,미국,769,554535,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인시디어스4: 라스트 키%09&section=all&ie=utf8,6.85,스펜서로크,린샤예,조쉬스튜어트
388,1189,남자사용설명서,이원석,(주)영화사소풍,,(주)쇼박스,2013-02-14,2,한국,372,507257,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=남자사용설명서%09&section=all&ie=utf8,6.85,이시영,오정세,박영규
389,319,컨테이젼,스티븐 소더버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-09-22,9,미국,226,228899,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=컨테이젼%09&section=all&ie=utf8,6.86,마리옹꼬띠아르,맷데이먼,로렌스피시번
390,608,배트맨 대 슈퍼맨: 저스티스의 시작,잭 스나이더,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-03-24,3,미국,1709,2256913,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=배트맨 대 슈퍼맨: 저스티스의 시작%09&section=all&ie=utf8,6.86,헨리카빌,벤애플렉,에이미아담스
391,1306,구르믈 버서난 달처럼,이준익,"(주)영화사아침,(주)타이거픽쳐스",,에스케이텔레콤(주),2010-04-28,4,한국,509,1407681,사극,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=구르믈 버서난 달처럼%09&section=all&ie=utf8,6.85,황정민,차승원,한지혜
392,180,호텔 아르테미스,드류 피어스,,판씨네마(주),판씨네마(주),2018-07-18,7,미국,466,77662,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=호텔 아르테미스%09&section=all&ie=utf8,6.87,소피아부텔라,데이브바티스타,스털링K.브라운
393,970,제 7기사단,키리야 카즈아키,(주)루카프로덕션,(주)미디어로그,메가박스중앙(주)플러스엠,2015-09-10,9,한국,95,10710,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=제 7기사단%09&section=all&ie=utf8,6.87,클라이브오웬,모건프리먼,엑셀헨니
394,1071,로마의 휴일,이덕희,(주)전망좋은 영화사,,메가박스중앙(주)플러스엠,2017-08-30,8,한국,436,134827,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=로마의 휴일%09&section=all&ie=utf8,6.87,임창정,공형진,정상훈
395,1115,밤의 여왕,김제영,"(주)영화사아이비젼,(유)밤의여왕문화산업전문회사",,(주)인벤트스톤,2013-10-17,10,한국,333,252475,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=밤의 여왕%09&section=all&ie=utf8,6.88,김민정,천정명,
396,1294,간기남,김형준,"(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스",,(주)쇼박스,2012-04-11,4,한국,356,1246185,코미디,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=간기남%09&section=all&ie=utf8,6.88,박희순,박시연,주상욱
397,949,브릭 맨션: 통제불능 범죄구역,카밀 들라마레,,주식회사 디앤시엔터테인먼트,씨네그루(주)다우기술,2014-08-27,8,프랑스,287,74912,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=브릭 맨션: 통제불능 범죄구역%09&section=all&ie=utf8,6.89,폴워커,데이비드벨,르자
398,1265,간신,민규동,(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,2015-05-21,5,한국,697,1110246,사극,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=간신%09&section=all&ie=utf8,6.9,주지훈,김강우,천호진
399,1477,타이치0 3D,풍덕륜,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2013-07-04,7,홍콩,116,11414,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=타이치0 3D%09&section=all&ie=utf8,6.9,양가휘,안젤라베이비,펑위옌
400,7,해양경찰 마르코,얀 리벡,,(주)스마일이엔티,(주)인벤트스톤,2013-02-14,2,덴마크,276,180618,어드벤처,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=해양경찰 마르코%09&section=all&ie=utf8,6.91,,,
401,1136,음치 클리닉 ,김진영,(주)전망좋은 영화사,,롯데쇼핑㈜롯데엔터테인먼트,2012-11-29,11,한국,360,338168,멜로/로맨스,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=음치 클리닉 %09&section=all&ie=utf8,6.91,박하선,윤상현,
402,273,아메리칸 울트라,니마 누리자데,,(주)누리픽쳐스,씨제이이앤엠(주),2015-08-27,8,미국,341,161382,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=아메리칸 울트라%09&section=all&ie=utf8,6.92,크리스틴스튜어트,제시아이젠버그,코니브리튼
403,349,인서전트,로베르트 슈벤트케,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-03-25,3,미국,480,282662,SF,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인서전트%09&section=all&ie=utf8,6.92,쉐일린우들리,테오제임스,케이트윈슬렛
404,775,제로 포커스,이누도 잇신,,거원시네마(주),씨제이엔터테인먼트,2010-03-25,3,일본,76,12260,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=제로 포커스%09&section=all&ie=utf8,6.92,히로스에료코,나카타니미키,키무라타에
405,814,돌아온 파워레인저 미라클포스,나가이시 다카오,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,2,일본,235,56420,액션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=돌아온 파워레인저 미라클포스%09&section=all&ie=utf8,6.92,,,
406,1425,군도: 민란의 시대,윤종빈,"(주)영화사 월광,(주)쇼박스",,(주)쇼박스,2014-07-23,7,한국,1394,4774895,사극,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=군도: 민란의 시대%09&section=all&ie=utf8,6.92,하정우,강동원,
407,149,행오버 2,토드 필립스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-08-25,8,미국,157,60048,코미디,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=행오버 2%09&section=all&ie=utf8,6.93,브래들리쿠퍼,에드헬름스,자흐갈리피아나키스
408,732,스트리트 댄스 2: 라틴배틀,"맥스 기와,다니아 파스퀴니",,판씨네마(주),판씨네마(주),2012-07-12,7,영국,133,39394,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=스트리트 댄스 2: 라틴배틀%09&section=all&ie=utf8,6.93,,,
409,743,스트리트댄스,"맥스 기와,다니아 파스퀴니",,(유)마스엔터테인먼트코리아,(주)시너지하우스 (시너지),2010-06-16,6,영국,211,130153,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=스트리트댄스%09&section=all&ie=utf8,6.93,,,
410,1036,주문진,하명중,(주)하명중 영화제작소,,롯데쇼핑㈜롯데엔터테인먼트,2010-01-21,1,한국,93,67167,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=주문진%09&section=all&ie=utf8,6.93,황보라,김기범,
411,243,파라노말 액티비티 3,"헨리 유스트,아리엘 슐만",,씨제이이앤엠(주),씨제이이앤엠(주),2011-10-20,10,미국,180,131437,공포(호러),12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=파라노말 액티비티 3%09&section=all&ie=utf8,6.94,,,
412,739,레지던트,안티 조키넨,,"(주)쇼박스,(주)케이앤엔터테인먼트",(주)쇼박스,2011-06-02,6,영국,200,66216,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=레지던트%09&section=all&ie=utf8,6.94,힐러리스웽크,제프리딘모건,크리스토퍼리
413,822,에반게리온: Q,안노 히데아키,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",2013-04-25,4,일본,59,61423,애니메이션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=에반게리온: Q%09&section=all&ie=utf8,6.94,오가타메구미,하야시바라메구미,미야무라유코
414,1144,대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어",,"씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",2017-10-19,10,한국,748,380581,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=대장 김창수%09&section=all&ie=utf8,6.94,조진웅,송승헌,
415,1056,돌연변이,권오광,영화사 우상,,필라멘트픽쳐스,2015-10-22,10,한국,399,100543,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=돌연변이%09&section=all&ie=utf8,6.95,이광수,이천희,박보영
416,1287,깡철이,안권태,"(주)시네마서비스,㈜더드림앤드픽쳐스,㈜팝콘필름",,씨제이이앤엠(주),2013-10-02,10,한국,707,1204666,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=깡철이%09&section=all&ie=utf8,6.95,유아인,김해숙,
417,169,인보카머스,스콧 데릭슨,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-21,8,미국,196,69786,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=인보카머스%09&section=all&ie=utf8,6.96,올리비아문,에릭바나,에드가라미레즈
418,1018,더 킥,"프라챠 핀카엡,이종석","방콕 필름 스튜디오,(유)더킥컴퍼니",,(주)쇼박스,2011-11-03,11,한국,153,48396,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=더 킥%09&section=all&ie=utf8,6.96,,,
419,1026,달빛 길어올리기,임권택,(재)전주국제영화제조직위원회,,"(주)쇼박스,씨제이이앤엠(주),롯데쇼핑㈜롯데엔터테인먼트",2011-03-17,3,한국,128,57186,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=달빛 길어올리기%09&section=all&ie=utf8,6.96,박중훈,강수연,예지원
420,1099,덕수리 5형제,전형준,㈜기억속의매미,,롯데쇼핑㈜롯데엔터테인먼트,2014-12-04,12,한국,346,206953,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=덕수리 5형제%09&section=all&ie=utf8,6.96,윤상현,송새벽,이아이
421,1260,그놈이다,윤준형,상상필름(주),,CGV아트하우스,2015-10-28,10,한국,681,1046313,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=그놈이다%09&section=all&ie=utf8,6.96,주원,유해진,이유영
422,1288,악녀,정병길,(주)앞에있다,,(주)넥스트엔터테인먼트월드(NEW),2017-06-08,6,한국,685,1206917,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=악녀%09&section=all&ie=utf8,6.96,김옥빈,신하균,성준
423,480,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-03-29,3,미국,807,764072,SF,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=공각기동대 : 고스트 인 더 쉘%09&section=all&ie=utf8,6.97,스칼렛요한슨,,
424,500,그것,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-09-06,9,미국,837,888386,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=그것%09&section=all&ie=utf8,6.97,빌스카스가드,제이든리버허,
425,911,몽키킹2: 서유기 여정의 시작,정보서,,씨네라인월드(주),THE 픽쳐스,2016-05-19,5,중국,54,11156,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=몽키킹2: 서유기 여정의 시작%09&section=all&ie=utf8,6.97,,,
426,1267,특수본,황병국,(주)영화사수박,,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,11,한국,471,1118258,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=특수본%09&section=all&ie=utf8,6.97,엄태웅,주원,정진영
427,1484,대병소장,장성,,(주)동아수출공사,(주)싸이더스,2010-03-11,3,홍콩,158,98435,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=대병소장%09&section=all&ie=utf8,6.97,,,
428,172,모뉴먼츠 맨: 세기의 작전,조지 클루니,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-02-27,2,미국,319,71483,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=모뉴먼츠 맨: 세기의 작전%09&section=all&ie=utf8,6.98,조지클루니,맷데이먼,케이트블란쳇
429,232,쏘우 3D,케빈 그루터트,어비거보트,코리아스토리,㈜케이디미디어,2010-11-18,11,미국,159,115878,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=쏘우 3D%09&section=all&ie=utf8,6.98,토빈벨,코스타스맨다이어,벳시러셀
430,269,써커 펀치,잭 스나이더,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-04-07,4,미국,240,156606,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=써커 펀치%09&section=all&ie=utf8,6.98,에밀리브라우닝,애비코니쉬,지나말론
431,730,막달라 마리아: 부활의 증인,가스 데이비스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-03-28,3,영국,111,30833,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=막달라 마리아: 부활의 증인%09&section=all&ie=utf8,6.98,루니마라,호아킨피닉스,치웨텔에지오포
432,965,테이큰 2,올리비에 메가턴,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-09-27,9,프랑스,682,2308596,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=테이큰 2%09&section=all&ie=utf8,6.98,리암니슨,매기그레이스,팜케얀센
433,230,로맨틱 크라운,톰 행크스,,판씨네마(주),(주)싸이더스,2011-08-17,8,미국,239,114887,멜로/로맨스,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=로맨틱 크라운%09&section=all&ie=utf8,6.99,톰행크스,줄리아로버츠,
434,559,브레이킹 던 part1,빌 콘돈,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2011-11-30,11,미국,636,1462280,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=브레이킹 던 part1%09&section=all&ie=utf8,6.99,크리스틴스튜어트,로버트패틴슨,
435,587,수어사이드 스쿼드,데이비드 에이어,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-08-03,8,미국,823,1898121,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=수어사이드 스쿼드%09&section=all&ie=utf8,6.99,마고로비,윌스미스,자레드레토
436,930,빅샤크: 매직체인지,헤 질리,,(주)히스토리필름,와이드 릴리즈(주),2018-06-27,6,중국,414,137290,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=빅샤크: 매직체인지%09&section=all&ie=utf8,6.99,김경희,이슬,이제인
437,1218,풍산개,전재홍,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),2011-06-23,6,한국,286,714102,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=풍산개%09&section=all&ie=utf8,6.99,윤계상,김규리,
438,300,어쌔신: 더 비기닝,마이클 쿠에스타,,(주)우성엔터테인먼트,(주)이수C&E,2017-12-07,12,미국,528,203221,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=어쌔신: 더 비기닝%09&section=all&ie=utf8,7,딜런오브라이언,마이클키튼,산나라단
439,316,캐빈 인 더 우즈,드류 고다드,,"(유)조이앤컨텐츠그룹,(주)케이알씨지",롯데쇼핑㈜롯데엔터테인먼트,2012-06-28,6,미국,288,228090,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=캐빈 인 더 우즈%09&section=all&ie=utf8,7,크리스헴스워스,크리스튼코놀리,안나허치슨
440,382,레드 라이딩 후드,캐서린 하드윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-03-17,3,미국,249,362572,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레드 라이딩 후드%09&section=all&ie=utf8,7,아만다사이프리드,게리올드만,
441,922,개구리왕국,넬슨 신,,예지림엔터테인먼트,예지림엔터테인먼트,2015-11-12,11,중국,227,53576,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=개구리왕국%09&section=all&ie=utf8,7,벨라손,카메론달라스,롭슈나이더
442,1149,사랑이 무서워,정우철,"(주)위픽쳐스,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,2011-03-10,3,한국,290,397923,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=사랑이 무서워%09&section=all&ie=utf8,7,임창정,김규리,
443,1289,결혼전야,홍지영,(주)수필름,,씨너스엔터테인먼트(주),2013-11-21,11,한국,524,1212270,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=결혼전야%09&section=all&ie=utf8,7,김강우,김효진,이연희
444,1207,특종: 량첸살인기,노덕,"(주)우주필름,(주)뱅가드스튜디오",,롯데쇼핑㈜롯데엔터테인먼트,2015-10-22,10,한국,776,616481,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=특종: 량첸살인기%09&section=all&ie=utf8,7.01,조정석,이미숙,이하나
445,1297,사라진 밤,이창희,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",,씨네그루(주)키다리이엔티,2018-03-07,3,한국,925,1314283,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=사라진 밤%09&section=all&ie=utf8,7.01,김상경,김강우,김희애
446,1322,공모자들,김홍선,(주)영화사채움,,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012-08-29,8,한국,496,1646142,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=공모자들%09&section=all&ie=utf8,7.01,임창정,최다니엘,오달수
447,136,더 비지트,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-10-15,10,미국,279,52197,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=더 비지트%09&section=all&ie=utf8,0,에드옥슨볼드,올리비아데종,
448,65,콜링 인 러브,제임스 도드슨,메트로-골드윈-마이어,아이엠제이 유한회사,㈜케이디미디어,2010-03-25,3,미국,68,20796,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=콜링 인 러브%09&section=all&ie=utf8,7.02,제시멧칼피,쉬리야사란,
449,226,러브 앤 프렌즈,루크 그린필드,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-06-16,6,미국,207,110795,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=러브 앤 프렌즈%09&section=all&ie=utf8,7.02,케이트허드슨,지니퍼굿윈,존크래신스키
450,920,아기돼지 3형제와 매직램프,유위,,(주)히스토리필름,(주)팝엔터테인먼트,2017-03-23,3,중국,135,26670,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=아기돼지 3형제와 매직램프%09&section=all&ie=utf8,7.02,윤아영,이소은,최정현
451,955,22 블렛,리샤르 베리,유로파 Corp.,㈜케이디미디어,㈜케이디미디어,2010-10-14,10,프랑스,236,131436,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=22 블렛%09&section=all&ie=utf8,7.02,장르노,카드므라드,
452,1401,이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",,씨제이엔터테인먼트,2010-07-14,7,한국,736,3408144,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=이끼%09&section=all&ie=utf8,7.02,정재영,박해일,유준상
453,760,007 스펙터,샘 멘데스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-11-11,11,영국,1105,1820842,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=007 스펙터%09&section=all&ie=utf8,7.03,다니엘크레이그,랄프파인즈,레아세이두
454,416,트리플 엑스 리턴즈,D.J. 카루소,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-02-08,2,미국,590,475309,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=트리플 엑스 리턴즈%09&section=all&ie=utf8,7.04,빈디젤,사무엘L.잭슨,니나도브레브
455,929,뮬란: 전사의 귀환,마초성,베이징,"(주)시네마천국,아이엠제이 유한회사","(유)영화사 화수분,(주)에스비에스콘텐츠허브",2010-09-02,9,중국,242,127495,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=뮬란: 전사의 귀환%09&section=all&ie=utf8,7.04,자오웨이,천쿤,방조명
456,199,포커스,"글렌 피카라,존 레쿼",,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-02-26,2,미국,349,91164,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=포커스%09&section=all&ie=utf8,7.05,,,
457,1318,두근두근 내 인생,이재용,영화사 집,,씨제이이앤엠(주),2014-09-03,9,한국,629,1611519,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=두근두근 내 인생%09&section=all&ie=utf8,7.05,강동원,송혜교,조성목
458,148,더 퍼지 : 거리의 반란,제임스 드모나코,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2014-08-27,8,미국,204,59881,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=더 퍼지 : 거리의 반란%09&section=all&ie=utf8,7.06,프랭크그릴로,채드모건,마이클K.윌리엄즈
459,584,지.아이.조 2,존 추,파라마운트 픽쳐스,씨제이이앤엠(주),씨제이이앤엠(주),2013-03-28,3,미국,766,1855917,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=지.아이.조 2%09&section=all&ie=utf8,7.06,채닝테이텀,이병헌,브루스윌리스
460,737,디센트: Part 2,존 해리스,셀라도르,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2010-08-11,8,영국,135,61784,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=디센트: Part 2%09&section=all&ie=utf8,7.06,슈어나맥도널드,나탈리잭슨멘도자,크리스튼커밍스
461,1409,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,4,한국,1054,3849433,사극,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=역린%09&section=all&ie=utf8,7.06,현빈,정재영,조정석
462,112,저스티스,로저 도널드슨,,(주)쇼박스,(주)쇼박스,2012-03-15,3,미국,142,44546,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=저스티스%09&section=all&ie=utf8,0,니콜라스케이지,가이피어스,재뉴어리존스
