,Unnamed: 0,영화명,감독,제작사,수입사,배급사,개봉일,개봉월,국적,전국스크린수,전국관객수,장르,등급,url,movie_star,배우1,배우2,배우3
0,381,홈,팀 존슨,,씨제이이앤엠(주),씨제이이앤엠(주),2015-05-21,5,미국,532,360556,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=홈%09&section=all&ie=utf8,0,,,
1,385,스토커,박찬욱,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-02-28,2,미국,329,378729,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=스토커%09&section=all&ie=utf8,0,미아와시코브스카,매튜구드,니콜키드먼
2,411,언스토퍼블,토니 스콧,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-11-10,11,미국,309,459535,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=언스토퍼블%09&section=all&ie=utf8,0,덴젤워싱턴,크리스파인,
3,418,레드,로베르트 슈벤트케,서미트 엔터티인먼트,(주)나이너스엔터테인먼트,(주)화앤담이엔티,2010-11-03,11,미국,322,489855,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레드%09&section=all&ie=utf8,0,,,
4,432,러브 & 드럭스,에드워드 즈윅,,,이십세기폭스코리아(주),2011-01-13,1,미국,284,527077,멜로/로맨스,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=러브 & 드럭스%09&section=all&ie=utf8,0,,,
5,434,애프터 어스,M. 나이트 샤말란,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-05-30,5,미국,484,537920,SF,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=애프터 어스%09&section=all&ie=utf8,0,윌스미스,제이든스미스,조크라비츠
6,443,루퍼,라이언 존슨,,(주)유니코리아문예투자,(주)에스비에스콘텐츠허브,2012-10-11,10,미국,386,570010,SF,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=루퍼%09&section=all&ie=utf8,0,조셉고든레빗,브루스윌리스,에밀리블런트
7,461,컨택트,드니 빌뇌브,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-02,2,미국,605,629322,SF,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=컨택트%09&section=all&ie=utf8,0,에이미아담스,제레미레너,포레스트휘태커
8,502,투어리스트,플로리안 헨켈 폰 도너스마르크,지케이필름,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-12-09,12,미국,439,915359,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=투어리스트%09&section=all&ie=utf8,0,안젤리나졸리,조니뎁,
9,548,신들의 전쟁,타셈 싱,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2011-11-10,11,미국,525,1338411,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=신들의 전쟁%09&section=all&ie=utf8,0,헨리카빌,미키루크,프리다핀토
10,591,루시,뤽 베송,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2014-09-03,9,미국,641,1971837,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=루시%09&section=all&ie=utf8,0,스칼렛요한슨,모건프리먼,애널리팁튼
11,600,이클립스,데이빗 슬레이드,서미트 엔터티인먼트,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2010-07-07,7,미국,535,2105050,판타지,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=이클립스%09&section=all&ie=utf8,0,크리스틴스튜어트,로버트패틴슨,테일러로트너
12,604,이상한 나라의 앨리스,팀 버튼,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-03-04,3,미국,401,2182365,판타지,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=이상한 나라의 앨리스%09&section=all&ie=utf8,0,조니뎁,앤해서웨이,헬레나본햄카터
13,606,배틀쉽,피터 버그,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-04-11,4,미국,736,2241687,SF,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=배틀쉽%09&section=all&ie=utf8,0,테일러키취,리암니슨,리아나
14,611,나잇&데이,제임스 맨골드,"뉴리전시 픽쳐스,리젠시 엔터프라이즈,이십세기폭스필름코퍼레이션,트리 라인 필름,로드레벨,핑크",이십세기폭스코리아(주),이십세기폭스코리아(주),2010-06-24,6,미국,501,2282191,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=나잇&데이%09&section=all&ie=utf8,0,톰크루즈,카메론디아즈,
15,629,타이탄,루이스 리테리어,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-04-01,4,미국,694,2685508,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=타이탄%09&section=all&ie=utf8,0,,,
16,638,메이즈 러너,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-09-18,9,미국,648,2812427,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=메이즈 러너%09&section=all&ie=utf8,0,딜런오브라이언,토마스생스터,이기홍
17,642,솔트,필립 노이스,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-07-29,7,미국,556,2921331,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=솔트%09&section=all&ie=utf8,0,안젤리나졸리,,
18,660,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,9,미국,496,3610642,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인턴%09&section=all&ie=utf8,0,로버트드니로,앤해서웨이,
19,690,레미제라블,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-12-19,12,미국,696,5911890,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레미제라블%09&section=all&ie=utf8,0,휴잭맨,앤해서웨이,러셀크로우
20,712,레드라이트,로드리고 코르테스,,데이지엔터테인먼트,씨제이이앤엠(주),2012-08-23,8,스페인,197,49925,미스터리,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레드라이트%09&section=all&ie=utf8,0,로버트드니로,킬리언머피,시고니위버
21,724,프라이버시,존 크로울리,,(주)스마일이엔티,(주)인벤트스톤,2014-03-20,3,영국,165,16936,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=프라이버시%09&section=all&ie=utf8,0,에릭바나,레베카홀,짐브로드벤트
22,736,다이애나,올리버 히르비겔,,"유성에프이엔터프라이즈(주),(주)퓨어픽쳐스인터내셔널코리아",(주)영화사 빅,2014-03-06,3,영국,279,56872,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=다이애나%09&section=all&ie=utf8,0,나오미왓츠,,
23,938,업사이드 다운,후안 디에고 솔라나스,,(주)나이너스엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2012-11-08,11,캐나다,309,174879,SF,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=업사이드 다운%09&section=all&ie=utf8,0,,,
24,940,슈퍼히어로,에두와르도 슐츠,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2013-07-31,7,페루,74,11469,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=슈퍼히어로%09&section=all&ie=utf8,0,,,
25,960,발레리나,"에릭 섬머,에릭 와린",,판씨네마(주),판씨네마(주),2017-02-09,2,프랑스,434,201365,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=발레리나%09&section=all&ie=utf8,0,,,
26,974,타투,이서,"(주)다세포클럽,(주)코리아스토리 ",,와이드 릴리즈(주),2015-12-10,12,한국,133,12103,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=타투%09&section=all&ie=utf8,0,송일국,윤주희,권현상
27,994,더 데이,백창주,(주)씨제스엔터테인먼트,,롯데쇼핑㈜롯데시네마,2012-02-23,2,한국,30,24163,다큐멘터리,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=더 데이%09&section=all&ie=utf8,0,김재중,박유천,김준수
28,999,I AM,최진성,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",,씨제이이앤엠(주),2012-06-21,6,한국,137,32988,다큐멘터리,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=I AM%09&section=all&ie=utf8,0,강타,보아,유노윤호
29,1005,트릭,이창열,엘씨오픽쳐스,,"(주)스톰픽쳐스코리아,(주)이수C&E",2016-07-13,7,한국,390,38155,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=트릭%09&section=all&ie=utf8,0,이정진,강예원,김태훈
30,1051,나탈리,주경중,(주)상상엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2010-10-28,10,한국,196,96410,멜로/로맨스,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=나탈리%09&section=all&ie=utf8,0,이성재,김지훈,박민경
31,1061,히트,이성한,(주)부영엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2011-10-13,10,한국,171,109019,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=히트%09&section=all&ie=utf8,0,한재석,송영창,정성화
32,1068,두 여자,정윤수,(주)케이앤엔터테인먼트,,씨제이엔터테인먼트,2010-11-18,11,한국,211,131415,멜로/로맨스,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=두 여자%09&section=all&ie=utf8,0,신은경,정준호,심이영
33,1076,가시,김태균,"(주)캠프비,(주)뱅가드스튜디오",,(주)인벤트스톤,2014-04-10,4,한국,356,141956,멜로/로맨스,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=가시%09&section=all&ie=utf8,0,장혁,조보아,
34,1088,그랑프리,양윤호,(주)네버엔딩스토리,,(주)싸이더스,2010-09-16,9,한국,235,170446,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=그랑프리%09&section=all&ie=utf8,0,김태희,양동근,
35,1096,페스티발,이해영,"(주)영화사아침,(주)타이거픽쳐스",,(주)시너지하우스 (시너지),2010-11-18,11,한국,233,200123,코미디,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=페스티발%09&section=all&ie=utf8,0,신하균,엄지원,심혜진
36,1105,마마,최익환,"씨네주(유),㈜더드림앤드픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2011-06-01,6,한국,269,222731,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=마마%09&section=all&ie=utf8,0,,,
37,1118,가비,장윤현,(주)오션필름,,(주)시네마서비스,2012-03-15,3,한국,339,270602,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=가비%09&section=all&ie=utf8,0,주진모,김소연,박희순
38,1126,레드카펫,박범수,"씨네주(유),(주)누리픽쳐스",,(주)프레인글로벌,2014-10-23,10,한국,385,316780,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레드카펫%09&section=all&ie=utf8,0,윤계상,고준희,
39,1137,하이힐,장진,장차앤코,,롯데쇼핑㈜롯데엔터테인먼트,2014-06-03,6,한국,385,339844,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=하이힐%09&section=all&ie=utf8,0,차승원,오정세,이솜
40,1156,나를 잊지 말아요,이윤정,(주)더블유 팩토리,,씨제이이앤엠(주),2016-01-07,1,한국,559,425799,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=나를 잊지 말아요%09&section=all&ie=utf8,0,정우성,김하늘,
41,1157,두 개의 달,김동빈,"(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2012-07-12,7,한국,347,425972,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=두 개의 달%09&section=all&ie=utf8,0,박한별,김지석,박진주
42,1158,모비딕,박인제,"(주)쇼박스,(주)팔레트픽처스",,(주)쇼박스,2011-06-09,6,한국,377,428139,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=모비딕%09&section=all&ie=utf8,0,황정민,진구,김민희
43,1171,리얼,이사랑,(주)코브픽쳐스,,씨제이이앤엠(주),2017-06-28,6,한국,970,470105,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=리얼%09&section=all&ie=utf8,0,김수현,이성민,성동일
44,1187,캐치미,이현종,"(주)소넷엔터테인먼트,화이브라더스",,롯데쇼핑㈜롯데엔터테인먼트,2013-12-18,12,한국,517,492773,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=캐치미%09&section=all&ie=utf8,0,김아중,주원,
45,1192,몬스터,황인호,상상필름(주),,롯데쇼핑㈜롯데엔터테인먼트,2014-03-13,3,한국,527,526282,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=몬스터%09&section=all&ie=utf8,0,,,
46,1198,파파,한지승,상상필름(주),,롯데쇼핑㈜롯데엔터테인먼트,2012-02-01,2,한국,414,562156,가족,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=파파%09&section=all&ie=utf8,0,박용우,고아라,
47,1211,사냥,이우철,(주)빅스톤픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2016-06-29,6,한국,696,645922,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=사냥%09&section=all&ie=utf8,0,안성기,조진웅,한예리
48,1270,하루,조선호,(주)라인필름,,CGV아트하우스,2017-06-15,6,한국,781,1129018,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=하루%09&section=all&ie=utf8,0,김명민,변요한,유재명
49,1331,공범,국동석,선샤인필름(주),,씨제이이앤엠(주),2013-10-24,10,한국,611,1766285,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=공범%09&section=all&ie=utf8,0,손예진,김갑수,
50,1334,집으로 가는 길,방은진,"씨제이이앤엠(주),(주)다세포클럽",,씨제이이앤엠(주),2013-12-11,12,한국,740,1854625,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=집으로 가는 길%09&section=all&ie=utf8,0,전도연,고수,
51,1340,글러브,강우석,(주)시네마서비스,,씨제이엔터테인먼트,2011-01-20,1,한국,605,1888100,드라마,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=글러브%09&section=all&ie=utf8,0,정재영,유선,강신일
52,1342,남자가 사랑할 때,한동욱,"(주)사나이픽처스,필름트레인",,(주)넥스트엔터테인먼트월드(NEW),2014-01-22,1,한국,531,1979311,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=남자가 사랑할 때%09&section=all&ie=utf8,0,황정민,한혜진,
53,1351,초능력자,김민석,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2010-11-10,11,한국,622,2164805,SF,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=초능력자%09&section=all&ie=utf8,0,강동원,고수,정은채
54,1360,블라인드,안상훈,(주)문와쳐,,(주)넥스트엔터테인먼트월드(NEW),2011-08-10,8,한국,404,2362906,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=블라인드%09&section=all&ie=utf8,0,,,
55,1371,보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",,롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,5,한국,1091,2571491,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=보안관%09&section=all&ie=utf8,0,이성민,조진웅,김성균
56,1372,아수라,김성수,(주)사나이픽처스,,씨제이이앤엠(주),2016-09-28,9,한국,1278,2594028,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=아수라%09&section=all&ie=utf8,0,정우성,황정민,주지훈
57,1378,소원,이준익,필름모멘텀,,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,10,한국,641,2663170,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=소원%09&section=all&ie=utf8,0,설경구,엄지원,이레
58,1394,하모니,강대규,(주)제이케이필름,,씨제이엔터테인먼트,2010-01-28,1,한국,405,3068544,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=하모니%09&section=all&ie=utf8,0,김윤진,나문희,강예원
59,1423,신세계,박훈정,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",,(주)넥스트엔터테인먼트월드(NEW),2013-02-21,2,한국,671,4682492,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=신세계%09&section=all&ie=utf8,0,이정재,최민식,황정민
60,1431,더 킹,한재림,(주)우주필름,,(주)넥스트엔터테인먼트월드(NEW),2017-01-18,1,한국,1310,5316325,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=더 킹%09&section=all&ie=utf8,0,조인성,정우성,배성우
61,1437,숨바꼭질,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),2013-08-14,8,한국,779,5602543,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=숨바꼭질%09&section=all&ie=utf8,0,손현주,문정희,전미선
62,1443,늑대소년,조성희,(주)영화사비단길,,씨제이이앤엠(주),2012-10-31,10,한국,706,6654837,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=늑대소년%09&section=all&ie=utf8,0,송중기,박보영,
63,1452,베를린,류승완,"(주)외유내강,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-01-30,1,한국,894,7166199,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=베를린%09&section=all&ie=utf8,0,하정우,한석규,류승범
64,1478,나이트폴,주현량,,(주)고맙습니다 사랑합니다,(주)나이너스엔터테인먼트,2012-09-27,9,홍콩,108,13307,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=나이트폴%09&section=all&ie=utf8,0,장가휘,임달화,
65,216,공주와 개구리,"존 머스커,론 클레멘츠",월트디즈니 애니메이션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-01-21,1,미국,81,105654,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=공주와 개구리%09&section=all&ie=utf8,8.6,,,
66,342,헨젤과 그레텔: 마녀 사냥꾼 3D,토미 위르콜라,,씨제이이앤엠(주),씨제이이앤엠(주),2013-02-14,2,미국,297,269510,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=헨젤과 그레텔: 마녀 사냥꾼 3D%09&section=all&ie=utf8,1,감독:박범수,,
67,738,블리츠,엘리어트 레스터,,(유)조이앤컨텐츠그룹,팝엔터테인먼트,2011-12-07,12,영국,123,65493,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=블리츠%09&section=all&ie=utf8,1,제이슨스타뎀,패디콘시딘,에이단길렌
68,964,언터처블: 1%의 우정,"올리비에르 나카체,에릭 토레다노",,블루미지,(주)넥스트엔터테인먼트월드(NEW),2012-03-22,3,프랑스,454,1719772,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=언터처블: 1%의 우정%09&section=all&ie=utf8,1,감독:박범수,,
69,990,비정한 도시 감독판,김문흠,(주)온전한 컴퍼니,,(주)인벤트스톤,2012-10-25,10,한국,172,22900,미스터리,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=비정한 도시 감독판%09&section=all&ie=utf8,1,감독:박범수,,
70,1166,대한민국 1%,조명남,㈜기억속의매미,,롯데쇼핑㈜롯데엔터테인먼트,2010-05-05,5,한국,287,447569,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=대한민국 1%%09&section=all&ie=utf8,6.27,감독:박범수,,
71,799,쾌걸 조로리의 대대대대모험,이와사키 토모코,,얼리버드,(주)미디어데이,2013-06-05,6,일본,136,26278,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=쾌걸 조로리의 대대대대모험%09&section=all&ie=utf8,1.27,야마데라코이치,아이카와리카코,쿠마이모토코
72,235,데블,존 에릭 도들,미디어라이트캐피탈,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-11-04,11,미국,190,118286,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=데블%09&section=all&ie=utf8,2,크리스메시나,로건마샬그린,제니오하라
73,610,컨저링,제임스 완,,워너브러더스 코리아(주),워너브러더스 코리아(주),2013-09-17,9,미국,553,2262758,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=컨저링%09&section=all&ie=utf8,2.43,베라파미가,매켄지포이,패트릭윌슨
74,189,스위치,"조쉬 고든,윌 스펙",보나피데프로덕션즈,(주)새인컴퍼니,씨너스엔터테인먼트(주),2010-12-01,12,미국,163,83346,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=스위치%09&section=all&ie=utf8,2.69,,,
75,1042,엽기적인 그녀 2,조근식,(주)신씨네,,(주)리틀빅픽쳐스,2016-05-12,5,한국,387,76321,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=엽기적인 그녀 2%09&section=all&ie=utf8,2.84,차태현,빅토리아,
76,1083,무법자,김철한,청강스토리㈜,,(주)넥스트엔터테인먼트월드(NEW),2010-03-18,3,한국,192,163334,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=무법자%09&section=all&ie=utf8,3,감우성,장신영,김민주
77,978,무수단,구모,골든타이드픽처스(주),,오퍼스픽쳐스,2016-03-03,3,한국,228,14386,미스터리,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=무수단%09&section=all&ie=utf8,3.04,이지아,김민준,
78,913,나쁜놈은 죽는다,손호,"(주)케이알씨지,(유)조이앤시네마",,"TCO(주)더콘텐츠온,(유)조이앤시네마",2016-02-04,2,중국,138,14767,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=나쁜놈은 죽는다%09&section=all&ie=utf8,3.21,손예진,진백림,신현준
79,973,검은손,박재식,골든타이드픽처스(주),,(주)스톰픽쳐스코리아,2015-04-16,4,한국,178,11650,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=검은손%09&section=all&ie=utf8,3.23,김성수,한고은,
80,1356,7광구,김지훈,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-08-04,8,한국,812,2232179,SF,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=7광구%09&section=all&ie=utf8,3.35,하지원,안성기,오지호
81,341,상하이,미카엘 하프스트롬,,데이지엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2011-01-27,1,미국,217,269157,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=상하이%09&section=all&ie=utf8,3.5,존쿠삭,공리,주윤발
82,1483,옥보단 3D,손립기,,,(주)화앤담이엔티,2011-05-12,5,홍콩,269,84798,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=옥보단 3D%09&section=all&ie=utf8,3.69,마츠노이미야비,란옌,뢰개흔
83,1057,게이트,신재호,삼삼공구 브라더스,,(주)제이앤씨미디어그룹,2018-02-28,2,한국,208,101173,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=게이트%09&section=all&ie=utf8,3.71,정려원,임창정,정상훈
84,1067,맨홀,신재영,(주)화인웍스,,롯데쇼핑㈜롯데엔터테인먼트,2014-10-08,10,한국,286,129732,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=맨홀%09&section=all&ie=utf8,3.75,정경호,정유미,김새론
85,378,플립,롭 라이너,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,2017-07-12,7,미국,249,354601,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=플립%09&section=all&ie=utf8,3.86,,,
86,1237,인랑,김지운,(주)루이스 픽쳐스,,워너브러더스 코리아(주),2018-07-25,7,한국,1085,863132,SF,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인랑%09&section=all&ie=utf8,3.87,강동원,한효주,정우성
87,150,바운티 헌터,앤디 테넌트,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-15,4,미국,123,60376,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=바운티 헌터%09&section=all&ie=utf8,3.95,제니퍼애니스톤,제라드버틀러,
88,701,인터스텔라,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-11-06,11,미국,1342,10273803,SF,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인터스텔라%09&section=all&ie=utf8,3.97,매튜맥커너히,앤해서웨이,마이클케인
89,1179,조선미녀삼총사,박제현,(주)웰메이드필름,,(주)쇼박스,2014-01-29,1,한국,388,480361,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=조선미녀삼총사%09&section=all&ie=utf8,4.04,하지원,강예원,가인
90,1196,사이코메트리,권호영,"(주)엠픽처스,(주)파워이엔티,㈜게이트픽쳐스",,씨제이이앤엠(주),2013-03-07,3,한국,429,531953,미스터리,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=사이코메트리%09&section=all&ie=utf8,4.08,김강우,김범,
91,1023,잡아야 산다,오인천,더퀸디앤엠 주식회사,,오퍼스픽쳐스,2016-01-07,1,한국,219,54450,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=잡아야 산다%09&section=all&ie=utf8,4.13,김승우,김정태,혁
92,1361,가문의 영광4 - 가문의 수난,정태원,(주)태원엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2011-09-07,9,한국,537,2363955,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=가문의 영광4 - 가문의 수난%09&section=all&ie=utf8,4.14,김수미,신현준,탁재훈
93,851,사다코 3D : 죽음의 동영상,하나부사 츠토무,,오퍼스픽쳐스,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-06-14,6,일본,262,122382,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=사다코 3D : 죽음의 동영상%09&section=all&ie=utf8,4.17,이시하라사토미,세토코지,야마모토유스케
94,821,주온: 더 파이널,오치아이 마사유키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-10-01,10,일본,318,60981,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=주온: 더 파이널%09&section=all&ie=utf8,4.19,타이라아이리,키리야마렌,
95,996,역모-반란의 시대,김홍선,"Picsso,(주)원픽쳐스",,(주)스톰픽쳐스코리아,2017-11-23,11,한국,355,29294,사극,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=역모-반란의 시대%09&section=all&ie=utf8,4.2,정해인,김지훈,이원종
96,393,판타스틱 4,조쉬 트랭크,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-08-20,8,미국,451,399667,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=판타스틱 4%09&section=all&ie=utf8,4.26,마이클B.조던,케이트마라,마일즈텔러
97,59,파괴자들,올리버 스톤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-10-31,10,미국,171,19716,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=파괴자들%09&section=all&ie=utf8,4.28,애런존슨,테일러키취,블레이크라이블리
