순위,영화명,개봉일,좌석수,좌석점유율,관객수,좌석판매율,매출액,누적매출액,누적관객수
120,예쁜 형수 무삭제판,2017-07-27,150,0.00 ,1,0.60%,"6,000","6,000",1
120,오르가즘 마사지,2017-09-26,150,0.00 ,1,0.60%,"6,000","6,000",1
120,오빠에게만 보여주려고,2017-05-04,130,0.00 ,1,0.70%,"8,000","8,000",1
120,오피스 와이프,2017-05-26,200,0.00 ,1,0.50%,"6,000","6,000",1
120,오후 2시 : 아내가 사라진다,2017-06-13,200,0.00 ,1,0.50%,"6,000","6,000",1
120,온천여관의 여인들,2017-08-17,200,0.00 ,1,0.50%,"6,000","6,000",1
120,온천탕 스와핑 부부,2017-10-12,200,0.00 ,1,0.50%,"6,000","6,000",1
120,완벽한 여비서,2017-11-17,95,0.00 ,1,1.00%,"5,000","5,000",1
120,완숙 엄마: 아들의 고백,2017-03-29,140,0.00 ,1,0.70%,"5,000","5,000",1
120,완숙 엄마: 아들의 고백 (무삭제),2017-07-14,110,0.00 ,1,0.90%,"5,000","5,000",1
120,완숙 엄마: 아버지의 여자,2017-02-28,141,0.00 ,1,0.70%,"5,000","5,000",1
120,완숙 엄마: 아버지의 여자 (무삭제),2017-05-10,109,0.00 ,1,0.90%,"5,000","5,000",1
120,왕가슴 새엄마의 유혹,2017-05-11,130,0.00 ,1,0.70%,"8,000","8,000",1
120,왕창 터진 거유미망인,2017-02-02,45,0.00 ,1,2.20%,"8,000","8,000",1
120,왜곡:저주받은 공간,2017-09-20,150,0.00 ,1,0.60%,"6,000","6,000",1
120,외계녀의 황홀한 서비스,2017-02-08,126,0.00 ,1,0.70%,"5,000","5,000",1
120,외로운 커리어우먼,2017-05-26,126,0.00 ,1,0.70%,"5,000","5,000",1
120,외숙모: 내 여자가 되는 날,2017-05-26,126,0.00 ,1,0.70%,"5,000","5,000",1
120,요염한 게이샤의 접대,2017-08-17,200,0.00 ,1,0.50%,"6,000","6,000",1
120,요정 미인관,2017-11-14,100,0.00 ,1,1.00%,"3,000","3,000",1
120,욕구불만 유부녀의 장난감,2017-01-20,126,0.00 ,1,0.70%,"5,000","5,000",1
120,욕정 가정부의 엉덩이,2017-10-02,45,0.00 ,1,2.20%,"6,000","6,000",1
120,우리 지금 할래 무삭제판,2017-06-13,198,0.00 ,1,0.50%,"3,000","3,000",1
120,위 고 온,2017-12-27,59,0.00 ,1,1.60%,"2,000","2,000",1
120,위기의 여자들,2017-05-24,126,0.00 ,1,0.70%,"5,000","5,000",1
120,위드,2017-01-19,45,0.00 ,1,2.20%,"8,000","8,000",1
120,위자: 레저렉션,2017-05-09,198,0.00 ,1,0.50%,"3,000","3,000",1
120,유니폼을 벗은 여사원,2017-05-25,200,0.00 ,1,0.50%,"6,000","6,000",1
120,유부녀 야썰,2017-12-05,59,0.00 ,1,1.60%,"5,000","5,000",1
120,유부녀 육즙의 파티,2017-03-01,130,0.00 ,1,0.70%,"8,000","8,000",1
120,유부녀:탐스러운 옆집남자의 물건,2017-12-28,150,0.00 ,1,0.60%,"6,000","6,000",1
120,유부녀들:잘하는 남자를 좋아해,2017-06-30,150,0.00 ,1,0.60%,"6,000","6,000",1
120,유부녀의 누드 알바,2017-10-20,150,0.00 ,1,0.60%,"6,000","6,000",1
120,유부녀의 육체정산,2017-08-03,200,0.00 ,1,0.50%,"6,000","6,000",1
120,유출 미인뷰티샵의 정체,2017-06-15,200,0.00 ,1,0.50%,"6,000","6,000",1
120,유혹 : 내 아내의 비밀,2017-05-15,95,0.00 ,1,1.00%,"5,000","5,000",1
120,유혹 : 손님의 아내,2017-11-17,95,0.00 ,1,1.00%,"5,000","5,000",1
120,유혹의 덫,2017-06-19,59,0.00 ,1,1.60%,"2,000","2,000",1
120,유혹의 덫 무삭제 특별판,2017-08-06,103,0.00 ,1,0.90%,"3,000","3,000",1
120,육감적 여교사,2017-05-25,200,0.00 ,1,0.50%,"6,000","6,000",1
120,육덕 도우미를 노리는 손길,2017-03-09,130,0.00 ,1,0.70%,"8,000","8,000",1
120,육식계 간호사,2017-08-17,200,0.00 ,1,0.50%,"6,000","6,000",1
120,육체 해결사 - 특무과,2017-03-02,45,0.00 ,1,2.20%,"8,000","8,000",1
120,육체영업의 꽃,2017-09-26,150,0.00 ,1,0.60%,"6,000","6,000",1
120,은밀한 접대:스폰서,2017-09-11,150,0.00 ,1,0.60%,"6,000","6,000",1
120,음란 기생,2017-06-14,198,0.00 ,1,0.50%,"3,000","3,000",1
120,음란 시아버지와 며느리,2017-12-14,150,0.00 ,1,0.60%,"6,000","6,000",1
120,음란 온천정사,2017-03-16,130,0.00 ,1,0.70%,"8,000","8,000",1
120,음란 하숙집의 서비스,2017-02-02,45,0.00 ,1,2.20%,"8,000","8,000",1
120,음란한 형제 : 형수와 처제,2017-06-23,126,0.00 ,1,0.70%,"5,000","5,000",1
120,음란한 형제 : 형수와 처제 무삭제판,2017-07-25,150,0.00 ,1,0.60%,"6,000","6,000",1
120,이 사랑도 전해질까요,2017-06-21,143,0.00 ,1,0.60%,"3,000","3,000",1
120,이블 아이덴티티,2017-05-30,198,0.00 ,1,0.50%,"3,000","3,000",1
120,이쁜 여관 주인 아줌마,2017-10-20,150,0.00 ,1,0.60%,"6,000","6,000",1
120,이사온 부부스와핑,2017-10-02,45,0.00 ,1,2.20%,"6,000","6,000",1
120,이웃집 여자: 기 빨리는 남자,2017-02-08,126,0.00 ,1,0.70%,"5,000","5,000",1
120,이웃집 여자의 신음,2017-03-03,126,0.00 ,1,0.70%,"5,000","5,000",1
120,이자카야 모녀 스와핑,2017-03-01,45,0.00 ,1,2.20%,"8,000","8,000",1
120,이채담의 지스팟,2017-10-26,283,0.00 ,1,0.30%,"2,000","2,000",1
120,이혼의 조건,2017-02-08,45,0.00 ,1,2.20%,"8,000","8,000",1
120,익스펜더블 에셋,2017-03-29,103,0.00 ,1,0.90%,"5,000","5,000",1
120,인도식 오일 마사지,2017-06-01,200,0.00 ,1,0.50%,"6,000","6,000",1
120,인디펜던츠 데이: 외계의 대침공,2017-12-06,143,0.00 ,1,0.60%,"3,000","3,000",1
120,인사이드 워,2017-01-23,59,0.00 ,1,1.60%,"2,000","2,000",1
120,인어공주 이야기,2017-11-03,198,0.00 ,1,0.50%,"3,000","3,000",1
120,인크레더블 스파이더,2017-10-06,59,0.00 ,1,1.60%,"2,000","2,000",1
120,인테로게이션,2017-01-06,59,0.00 ,1,1.60%,"4,000","4,000",1
120,인페르날,2017-05-11,130,0.00 ,1,0.70%,"8,000","8,000",1
120,일본 엄마 무삭제,2017-08-15,150,0.00 ,1,0.60%,"6,000","6,000",1
120,일본 여대생 친구,2017-05-11,130,0.00 ,1,0.70%,"8,000","8,000",1
120,일본 온천 여행기,2017-01-05,45,0.00 ,1,2.20%,"8,000","8,000",1
120,일본여자:화끈한 성생활,2017-06-16,126,0.00 ,1,0.70%,"5,000","5,000",1
120,임베디드,2017-02-13,59,0.00 ,1,1.60%,"2,000","2,000",1
120,자매의 사정,2017-09-12,283,0.00 ,1,0.30%,"2,000","2,000",1
120,자유부인 2017,2017-04-04,100,0.00 ,1,1.00%,"3,000","3,000",1
120,작은 엄마 2: 삼촌의 여자들,2017-12-20,140,0.00 ,1,0.70%,"5,000","5,000",1
120,작은 엄마: 삼촌의 아내를 탐하다,2017-04-26,140,0.00 ,1,0.70%,"5,000","5,000",1
120,작은 엄마: 삼촌의 아내를 탐하다 (무삭제),2017-07-27,164,0.00 ,1,0.60%,"5,000","5,000",1
120,작은엄마 2: 삼촌이 없던 날,2017-05-31,140,0.00 ,1,0.70%,"5,000","5,000",1
120,작은엄마 2: 삼촌이 없던 날 (무삭제),2017-08-09,109,0.00 ,1,0.90%,"5,000","5,000",1
120,작은엄마 : 시조카 역습,2017-06-13,200,0.00 ,1,0.50%,"6,000","6,000",1
120,잔혹 괴담,2017-06-24,126,0.00 ,1,0.70%,"5,000","5,000",1
120,잠 못드는 공포이야기,2017-09-11,150,0.00 ,1,0.60%,"6,000","6,000",1
120,잠입 당하는 여형사의 순결,2017-05-27,126,0.00 ,1,0.70%,"5,000","5,000",1
120,저지 캅: 테러 어택,2017-10-19,198,0.00 ,1,0.50%,"3,000","3,000",1
120,전남친에게 성희롱,2017-01-19,45,0.00 ,1,2.20%,"8,000","8,000",1
120,전망 좋은 부동산,2017-08-17,150,0.00 ,1,0.60%,"6,000","6,000",1
120,전망 좋은 부동산 무삭제판,2017-10-14,150,0.00 ,1,0.60%,"6,000","6,000",1
120,전망 좋은 집 3 (무삭제),2017-02-02,164,0.00 ,1,0.60%,"5,000","5,000",1
120,전설의 검,2017-05-30,198,0.00 ,1,0.50%,"3,000","3,000",1
120,전철 쾌락여행,2017-04-01,130,0.00 ,1,0.70%,"8,000","8,000",1
120,절정욕구 유부녀,2017-11-16,150,0.00 ,1,0.60%,"6,000","6,000",1
120,절정을 맛본 아내 이야기,2017-07-06,200,0.00 ,1,0.50%,"6,000","6,000",1
120,젊은 과부의 욕정 무삭제판,2017-05-08,126,0.00 ,1,0.70%,"5,000","5,000",1
120,젊은 며느리: 시아버지의 유혹에 빠지다,2017-03-15,141,0.00 ,1,0.70%,"5,000","5,000",1
120,젊은 며느리: 시아버지의 유혹에 빠지다(무삭제),2017-07-26,109,0.00 ,1,0.90%,"5,000","5,000",1
120,젊은 새엄마 무삭제,2017-07-04,150,0.00 ,1,0.60%,"6,000","6,000",1
120,젊은 아내,2017-04-26,110,0.00 ,1,0.90%,"5,000","5,000",1
120,젊은 아내 (무삭제),2017-07-26,164,0.00 ,1,0.60%,"5,000","5,000",1
120,젊은 아내: 남편 교환의 날,2017-10-27,164,0.00 ,1,0.60%,"5,000","5,000",1
120,젊은 암케유부녀,2017-12-01,150,0.00 ,1,0.60%,"6,000","6,000",1
120,젊은 이모들: 어린 남자를 탐하다(무삭제),2017-05-31,110,0.00 ,1,0.90%,"5,000","5,000",1
120,젊은 처형(무삭제),2017-05-10,140,0.00 ,1,0.70%,"5,000","5,000",1
120,젊은 형수,2017-01-17,126,0.00 ,1,0.70%,"5,000","5,000",1
120,젊은 형수 무삭제,2017-03-28,126,0.00 ,1,0.70%,"5,000","5,000",1
120,젊은 형수: 홍콩 가는 날,2017-05-17,126,0.00 ,1,0.70%,"5,000","5,000",1
120,젊은 형수님: 형의 여자를 탐하다,2017-12-08,141,0.00 ,1,0.70%,"5,000","5,000",1
120,젊은새댁 다른남자와 2,2017-07-18,150,0.00 ,1,0.60%,"6,000","6,000",1
120,정력가 스님의 호색한 생활,2017-04-27,130,0.00 ,1,0.70%,"8,000","8,000",1
120,정사 : 내 친구의 애인,2017-06-01,126,0.00 ,1,0.70%,"5,000","5,000",1
120,정사 : 내 친구의 애인 무삭제판,2017-07-27,150,0.00 ,1,0.60%,"6,000","6,000",1
120,정사-두자매-무삭제,2017-11-29,283,0.00 ,1,0.30%,"2,000","2,000",1
120,정사: 바람난 유부녀들-감독판,2017-12-24,103,0.00 ,1,0.90%,"3,000","3,000",1
120,정사:신입 여사원,2017-09-08,150,0.00 ,1,0.60%,"6,000","6,000",1
120,정사:아내를 빌려주세요,2017-06-30,150,0.00 ,1,0.60%,"6,000","6,000",1
120,정사:친구의 새엄마,2017-12-07,150,0.00 ,1,0.60%,"6,000","6,000",1
120,젖은 속옷에 비친 가슴,2017-03-16,130,0.00 ,1,0.70%,"8,000","8,000",1
120,제네시스 : 새로운 시대의 서막,2017-07-05,198,0.00 ,1,0.50%,"3,000","3,000",1
120,조폭의 법칙,2017-06-08,198,0.00 ,1,0.50%,"3,000","3,000",1
120,조폭의 법칙2,2017-06-20,143,0.00 ,1,0.60%,"3,000","3,000",1
120,좀비 대 에일리언,2017-05-13,103,0.00 ,1,0.90%,"3,000","3,000",1
120,좀비 헌터,2017-09-08,59,0.00 ,1,1.60%,"2,000","2,000",1
120,좋아죽는 미망인,2017-08-10,200,0.00 ,1,0.50%,"6,000","6,000",1
120,주부의 타락-너도 그래,2017-07-20,200,0.00 ,1,0.50%,"6,000","6,000",1
120,주택집 처녀의 젖어 드는 하숙집,2017-03-02,45,0.00 ,1,2.20%,"8,000","8,000",1
120,중년남과 고양이 여인의 동거,2017-01-02,45,0.00 ,1,2.20%,"8,000","8,000",1
120,즉석 미팅후 모텔,2017-07-20,200,0.00 ,1,0.50%,"6,000","6,000",1
120,지명 가능한 고급술집녀,2017-11-16,150,0.00 ,1,0.60%,"6,000","6,000",1
120,지하실,2017-02-13,45,0.00 ,1,2.20%,"8,000","8,000",1
120,직장 상사의 미인아내,2017-08-24,200,0.00 ,1,0.50%,"6,000","6,000",1
120,직장 스와핑 : 예쁜 여직원들,2017-08-17,150,0.00 ,1,0.60%,"6,000","6,000",1
120,진찰대의 누드간호사,2017-12-07,150,0.00 ,1,0.60%,"6,000","6,000",1
120,진한 키스와 육체발정,2017-11-02,200,0.00 ,1,0.50%,"6,000","6,000",1
120,착한 누나:다섯 남자와 섹스를,2017-08-17,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 며느리,2017-10-14,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 새엄마,2017-12-20,110,0.00 ,1,0.90%,"5,000","5,000",1
120,착한 새엄마:다섯 번째 여자,2017-12-13,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 엄마,2017-11-09,150,0.00 ,1,0.60%,"5,000","5,000",1
120,착한 엄마 친구 무삭제,2017-11-07,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 엄마들: 서로의 아들에게 여자가 되던 날,2017-03-09,110,0.00 ,1,0.90%,"5,000","5,000",1
120,착한 엄마들: 서로의 아들에게 여자가 되던 날 (무삭제),2017-06-08,141,0.00 ,1,0.70%,"5,000","5,000",1
120,착한 여자: 애플 엉덩이,2017-05-26,126,0.00 ,1,0.70%,"5,000","5,000",1
120,착한 여자:대물이 좋아,2017-08-17,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 여자:대물이 좋아 무삭제판,2017-10-14,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 자매: 남편 교환의 날 (무삭제),2017-05-08,109,0.00 ,1,0.90%,"5,000","5,000",1
120,착한 장모: 사위를 사랑하다,2017-05-04,140,0.00 ,1,0.70%,"5,000","5,000",1
120,착한 장모: 사위를 사랑하다 (무삭제),2017-07-14,150,0.00 ,1,0.60%,"5,000","5,000",1
120,착한 처형 : 아내를 대신하다,2017-08-17,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 형수 : 뜨거운 유혹,2017-09-19,150,0.00 ,1,0.60%,"6,000","6,000",1
120,착한 형수 무삭제,2017-05-30,126,0.00 ,1,0.70%,"5,000","5,000",1
120,착한 형수: 뜨거운 육체,2017-02-10,126,0.00 ,1,0.70%,"5,000","5,000",1
120,처제의 속사정,2017-09-07,106,0.00 ,1,0.90%,"2,000","2,000",1
120,천녀유혹 - 꿈같은 밤,2017-03-02,45,0.00 ,1,2.20%,"8,000","8,000",1
120,철없는 아내의 이중생활,2017-11-23,198,0.00 ,1,0.50%,"3,000","3,000",1
120,첫 불륜의 추억,2017-12-07,150,0.00 ,1,0.60%,"6,000","6,000",1
120,청바지 유부녀의 유혹,2017-06-22,200,0.00 ,1,0.50%,"6,000","6,000",1
120,체크 포인트,2017-08-29,103,0.00 ,1,0.90%,"3,000","3,000",1
120,초대남 무삭제판,2017-08-30,59,0.00 ,1,1.60%,"2,000","2,000",1
120,초밥집의 젊은 새엄마,2017-11-16,150,0.00 ,1,0.60%,"6,000","6,000",1
120,초흥분 여관 여주인,2017-08-03,200,0.00 ,1,0.50%,"6,000","6,000",1
120,추천 극상 오일마사지,2017-01-05,45,0.00 ,1,2.20%,"8,000","8,000",1
120,출렁이는 형수의 가슴골,2017-11-10,150,0.00 ,1,0.60%,"6,000","6,000",1
120,충격 난교 스와핑,2017-06-15,200,0.00 ,1,0.50%,"6,000","6,000",1
120,충격 자매 스와핑,2017-05-18,130,0.00 ,1,0.70%,"8,000","8,000",1
120,츠보미의 첫사랑 일기,2017-04-01,130,0.00 ,1,0.70%,"8,000","8,000",1
120,치과 간호사의 가슴,2017-07-01,200,0.00 ,1,0.50%,"6,000","6,000",1
120,친구 누나 일본판 무삭제,2017-07-04,150,0.00 ,1,0.60%,"6,000","6,000",1
120,친구 부인의 야한 수업,2017-07-06,200,0.00 ,1,0.50%,"6,000","6,000",1
120,친구 애인과 몰래한 섹스,2017-05-19,126,0.00 ,1,0.70%,"5,000","5,000",1
120,친구 엄마를 촬영하다,2017-04-27,130,0.00 ,1,0.70%,"8,000","8,000",1
120,친구 엄마의 욕정,2017-07-06,200,0.00 ,1,0.50%,"6,000","6,000",1
120,친구 여동생과의 정사,2017-03-23,130,0.00 ,1,0.70%,"8,000","8,000",1
120,친구부부 : 욕망의 스와핑 무삭제,2017-09-07,150,0.00 ,1,0.60%,"6,000","6,000",1
120,친구아들: 첫 여자가 되어주다,2017-06-08,150,0.00 ,1,0.60%,"5,000","5,000",1
120,친구아들: 첫 여자가 되어주다 (무삭제),2017-10-27,110,0.00 ,1,0.90%,"5,000","5,000",1
120,친구아빠 무삭제,2017-02-23,126,0.00 ,1,0.70%,"5,000","5,000",1
120,친구엄마 2017: 친구가 집에 없던 날,2017-04-20,140,0.00 ,1,0.70%,"5,000","5,000",1
120,친구엄마 2017: 친구가 집에 없던 날 (무삭제),2017-07-14,164,0.00 ,1,0.60%,"5,000","5,000",1
120,친구엄마 : 그녀의 밤기술,2017-09-19,150,0.00 ,1,0.60%,"6,000","6,000",1
120,친구엄마 : 참을 수 없는 날,2017-08-31,150,0.00 ,1,0.60%,"6,000","6,000",1
120,친구엄마: 그녀의 병간호,2017-11-09,164,0.00 ,1,0.60%,"5,000","5,000",1
120,친구엄마: 서로의 엄마를 탐하다 (무삭제),2017-05-08,150,0.00 ,1,0.60%,"5,000","5,000",1
120,친구엄마: 이혼한 그녀의 남자가 되던 날,2017-12-20,150,0.00 ,1,0.60%,"5,000","5,000",1
120,친구엄마: 젊은 장모를 탐하다,2017-05-10,164,0.00 ,1,0.60%,"5,000","5,000",1
120,친구엄마: 젊은 장모를 탐하다 (무삭제),2017-09-26,110,0.00 ,1,0.90%,"5,000","5,000",1
120,카메라맨과 모델,2017-05-24,200,0.00 ,1,0.50%,"6,000","6,000",1
120,컴 투게더,2017-05-18,103,0.00 ,1,0.90%,"3,000","3,000",1
120,코만도: 라스트 액션 히어로,2017-08-24,200,0.00 ,1,0.50%,"6,000","6,000",1
120,콘플릭트:야쿠자의 규율,2017-10-31,150,0.00 ,1,0.60%,"6,000","6,000",1
120,쿠티스,2017-12-27,95,0.00 ,1,1.00%,"5,000","5,000",1
120,크레이지,2017-01-19,103,0.00 ,1,0.90%,"5,000","5,000",1
120,크레이지 레이크,2017-07-20,59,0.00 ,1,1.60%,"2,000","2,000",1
120,크리쳐 빌로우,2017-05-11,130,0.00 ,1,0.70%,"8,000","8,000",1
120,킹: 잃어버린 세계,2017-05-17,198,0.00 ,1,0.50%,"3,000","3,000",1
120,킹덤 오브 글래디에이터,2017-04-25,198,0.00 ,1,0.50%,"3,000","3,000",1
120,탐정사무소-그놈의 얼굴,2017-01-18,45,0.00 ,1,2.20%,"8,000","8,000",1
120,탐정사무소-그놈의 얼굴 무삭제판,2017-02-24,45,0.00 ,1,2.20%,"8,000","8,000",1
120,태산쿵푸: 6인의 고수,2017-08-28,110,0.00 ,1,0.90%,"5,000","5,000",1
120,터진 욕정의 유부녀,2017-04-20,130,0.00 ,1,0.70%,"8,000","8,000",1
120,텐프로 : 뉴페이스,2017-05-15,95,0.00 ,1,1.00%,"5,000","5,000",1
120,토일렛,2017-09-05,103,0.00 ,1,0.90%,"3,000","3,000",1
120,톡신,2017-06-02,198,0.00 ,1,0.50%,"3,000","3,000",1
120,톨 맨: 악마는 살아있다,2017-11-03,198,0.00 ,1,0.50%,"3,000","3,000",1
120,트릭,2017-06-08,143,0.00 ,1,0.60%,"3,000","3,000",1
120,특별수사대,2017-03-23,198,0.00 ,1,0.50%,"3,000","3,000",1
120,티켓 다방,2017-05-11,198,0.00 ,1,0.50%,"3,000","3,000",1
120,파격 노출 유부녀,2017-06-08,200,0.00 ,1,0.50%,"6,000","6,000",1
120,파계승,2017-05-24,126,0.00 ,1,0.70%,"5,000","5,000",1
120,파도 여인 그리고 탱고,2017-05-16,95,0.00 ,1,1.00%,"5,000","5,000",1
120,파란만장 청춘! 짐승처럼 가라!,2017-12-19,95,0.00 ,1,1.00%,"5,000","5,000",1
120,팩트 살인,2017-12-23,59,0.00 ,1,1.60%,"4,000","4,000",1
120,퍼펙트 크라임,2017-03-14,198,0.00 ,1,0.50%,"3,000","3,000",1
120,퍼펙트 킬러,2017-04-20,198,0.00 ,1,0.50%,"3,000","3,000",1
120,페이스 오브 데블,2017-10-12,106,0.00 ,1,0.90%,"2,000","2,000",1
120,포토그래퍼,2017-02-10,45,0.00 ,1,2.20%,"8,000","8,000",1
120,폭력의 근원,2017-10-06,100,0.00 ,1,1.00%,"3,000","3,000",1
120,폭유 여관주인님,2017-02-09,45,0.00 ,1,2.20%,"8,000","8,000",1
120,폴리캅,2017-09-26,106,0.00 ,1,0.90%,"2,000","2,000",1
120,풍만한 아내들의 속옷,2017-12-01,150,0.00 ,1,0.60%,"6,000","6,000",1
120,플레어,2017-06-14,126,0.00 ,1,0.70%,"5,000","5,000",1
120,핑크 여친의 애집,2017-07-18,150,0.00 ,1,0.60%,"6,000","6,000",1
120,하고 싶은 날 무삭제,2017-04-20,126,0.00 ,1,0.70%,"5,000","5,000",1
120,하녀: 에나미,2017-03-30,130,0.00 ,1,0.70%,"8,000","8,000",1
120,하드코어 미망인,2017-01-02,45,0.00 ,1,2.20%,"8,000","8,000",1
120,하숙집 여주인,2017-05-24,200,0.00 ,1,0.50%,"6,000","6,000",1
120,하숙집: 아줌마와 세 남자,2017-02-10,126,0.00 ,1,0.70%,"5,000","5,000",1
120,하얀 여관주인의 피부,2017-03-09,130,0.00 ,1,0.70%,"8,000","8,000",1
120,학생의 엄마 : 첫 섹스 하던 날,2017-08-31,150,0.00 ,1,0.60%,"6,000","6,000",1
120,한 침대의 형수님,2017-12-21,150,0.00 ,1,0.60%,"6,000","6,000",1
120,한방 마사지의 욕정,2017-07-27,200,0.00 ,1,0.50%,"6,000","6,000",1
120,해주는 미인 간호사,2017-05-04,130,0.00 ,1,0.70%,"8,000","8,000",1
120,해주는 미인 미용사,2017-03-01,45,0.00 ,1,2.20%,"8,000","8,000",1
120,형님 아내 2 - 사모님과 경호원 - 감독판,2017-03-16,103,0.00 ,1,0.90%,"5,000","5,000",1
120,형님아내3감독판(아랫집 부인),2017-09-06,59,0.00 ,1,1.60%,"2,000","2,000",1
120,형부와 처제,2017-02-02,126,0.00 ,1,0.70%,"5,000","5,000",1
120,형부와 처제 무삭제판,2017-07-27,150,0.00 ,1,0.60%,"6,000","6,000",1
120,형수:금단의 열매,2017-07-07,150,0.00 ,1,0.60%,"6,000","6,000",1
120,형수님과의 하룻밤 무삭제판,2017-05-08,126,0.00 ,1,0.70%,"5,000","5,000",1
120,형수님을 탐하다,2017-10-14,150,0.00 ,1,0.60%,"6,000","6,000",1
120,형수에게 셀카정사,2017-12-21,150,0.00 ,1,0.60%,"6,000","6,000",1
120,호수괴물,2017-03-28,45,0.00 ,1,2.20%,"8,000","8,000",1
120,화가의 비밀 클럽,2017-03-23,130,0.00 ,1,0.70%,"8,000","8,000",1
120,회사 스와핑 : 사장과 여직원들,2017-06-01,126,0.00 ,1,0.70%,"5,000","5,000",1
120,회사 스와핑 : 사장과 여직원들 무삭제판,2017-07-27,150,0.00 ,1,0.60%,"6,000","6,000",1
120,훔쳐보는 구멍,2017-06-08,200,0.00 ,1,0.50%,"6,000","6,000",1
120,훔쳐보는 옆집 거유녀,2017-02-09,45,0.00 ,1,2.20%,"8,000","8,000",1
120,흠뻑 젖은 아내,2017-07-06,200,0.00 ,1,0.50%,"6,000","6,000",1
120,흠뻑 젖은 유부녀,2017-06-14,126,0.00 ,1,0.70%,"5,000","5,000",1
120,힐링캠프-한세상 무삭제,2017-07-27,283,0.00 ,1,0.30%,"2,000","2,000",1
120,ＡＶ여배우의 자취방,2017-05-01,45,0.00 ,1,2.20%,"8,000","8,000",1
120,가려진 시간,2016-11-16,540,0.00 ,0,0.00%,0,"3,946,968,400","511,131"
120,미씽: 사라진 여자,2016-11-30,281,0.00 ,0,0.00%,0,"8,882,181,256","1,153,201"
120,호프만 이야기,2017-07-19,"4,570",0.00 ,0,0.00%,0,0,0
1,닥터 스트레인지,2016-10-26,"31,081,073",0.03 ,"5,446,239",17.50%,"47,481,830,396","47,481,830,396","5,446,239"
2,캡틴 아메리카: 시빌 워,2016-04-27,"29,139,279",0.03 ,"8,677,249",29.70%,"72,672,111,827","72,672,111,827","8,677,249"
3,검사외전,2016-02-03,"28,157,579",0.03 ,"9,707,158",34.40%,"77,319,445,264","77,320,403,264","9,707,581"
4,럭키,2016-10-13,"25,954,120",0.03 ,"6,975,290",26.80%,"56,444,461,256","56,444,461,256","6,975,290"
5,부산행,2016-07-20,"25,794,545",0.03 ,"11,565,479",44.80%,"93,178,283,048","93,178,283,048","11,565,479"
5,밀정,2016-09-07,"25,841,187",0.03 ,"7,500,420",29.00%,"61,269,783,831","61,269,783,831","7,500,420"
7,터널,2016-08-10,"22,436,814",0.02 ,"7,120,508",31.70%,"57,529,484,417","57,529,484,417","7,120,508"
7,곡성,2016-05-12,"22,811,627",0.02 ,"6,879,908",30.10%,"55,863,520,382","55,863,520,382","6,879,908"
9,신비한 동물사전,2016-11-16,"21,403,692",0.02 ,"4,662,534",21.70%,"39,300,515,858","39,300,515,858","4,662,534"
10,주토피아,2016-02-17,"20,828,879",0.02 ,"4,703,245",22.50%,"37,077,444,042","37,096,057,742","4,706,158"
11,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,"18,319,428",0.02 ,"2,256,913",12.30%,"18,906,246,428","18,906,246,428","2,256,913"
12,덕혜옹주,2016-08-03,"16,803,333",0.02 ,"5,599,229",33.30%,"44,393,828,109","44,393,828,109","5,599,229"
12,판도라,2016-12-07,"16,374,834",0.02 ,"4,313,864",26.30%,"33,955,398,164","33,955,398,164","4,313,864"
12,쿵푸팬더3,2016-01-28,"16,762,517",0.02 ,"3,984,812",23.70%,"31,340,798,156","31,340,798,156","3,984,812"
12,귀향,2016-02-24,"17,203,489",0.02 ,"3,586,929",20.80%,"27,248,705,990","27,249,738,990","3,587,173"
16,인천상륙작전,2016-07-27,"16,269,109",0.02 ,"7,049,643",43.30%,"55,101,410,303","55,101,410,303","7,049,643"
16,아가씨,2016-06-01,"15,574,247",0.02 ,"4,287,839",27.50%,"35,211,229,991","35,211,229,991","4,287,839"
16,데드풀,2016-02-17,"15,653,869",0.02 ,"3,317,196",21.10%,"27,595,618,651","27,595,618,651","3,317,196"
19,마스터,2016-12-21,"13,643,499",0.01 ,"4,935,320",36.10%,"39,784,641,065","39,784,641,065","4,935,320"
19,형,2016-11-23,"13,994,448",0.01 ,"2,979,659",21.20%,"23,113,768,293","23,113,768,293","2,979,659"
21,미스 페레그린과 이상한 아이들의 집,2016-09-28,"12,560,013",0.01 ,"2,718,158",21.60%,"21,841,214,586","21,841,214,586","2,718,158"
22,엑스맨: 아포칼립스,2016-05-25,"12,253,184",0.01 ,"2,938,818",23.90%,"24,467,887,950","24,467,887,950","2,938,818"
22,아수라,2016-09-28,"12,367,624",0.01 ,"2,594,028",20.90%,"20,576,226,662","20,576,226,662","2,594,028"
24,히말라야,2015-12-16,"11,170,459",0.01 ,"2,630,064",23.50%,"20,703,807,567","60,175,363,015","7,759,761"
